Time (s)   V_cap (kV)               E_cap                    I_load (kA)              E_load                   P_load (MW)              
 7.07750E-07   3.47314E+00   2.41254E-01   2.33145E+00   7.99284E+02   1.01701E+01
 7.09250E-07   3.38586E+00   2.29281E-01   2.32352E+00   7.99299E+02   1.01010E+01
 7.10750E-07   3.29889E+00   2.17653E-01   2.31497E+00   7.99314E+02   1.00269E+01
 7.12250E-07   3.21224E+00   2.06370E-01   2.30582E+00   7.99329E+02   9.94778E+00
 7.13750E-07   3.12596E+00   1.95432E-01   2.29609E+00   7.99344E+02   9.86393E+00
 7.15250E-07   3.04005E+00   1.84838E-01   2.28577E+00   7.99359E+02   9.77550E+00
 7.16750E-07   2.95453E+00   1.74585E-01   2.27489E+00   7.99373E+02   9.68266E+00
 7.18250E-07   2.86944E+00   1.64673E-01   2.26346E+00   7.99388E+02   9.58559E+00
 7.19750E-07   2.78478E+00   1.55100E-01   2.25149E+00   7.99402E+02   9.48446E+00
 7.21250E-07   2.70058E+00   1.45863E-01   2.23899E+00   7.99416E+02   9.37944E+00
 7.22750E-07   2.61686E+00   1.36959E-01   2.22597E+00   7.99430E+02   9.27072E+00
 7.24250E-07   2.53364E+00   1.28387E-01   2.21246E+00   7.99444E+02   9.15847E+00
 7.25750E-07   2.45093E+00   1.20142E-01   2.19845E+00   7.99458E+02   9.04287E+00
 7.27250E-07   2.36876E+00   1.12221E-01   2.18396E+00   7.99471E+02   8.92410E+00
 7.28750E-07   2.28714E+00   1.04621E-01   2.16901E+00   7.99484E+02   8.80232E+00
 7.30250E-07   2.20609E+00   9.73370E-02   2.15361E+00   7.99497E+02   8.67773E+00
 7.31750E-07   2.12563E+00   9.03660E-02   2.13776E+00   7.99510E+02   8.55049E+00
 7.33250E-07   2.04577E+00   8.37033E-02   2.12148E+00   7.99523E+02   8.42079E+00
 7.34750E-07   1.96652E+00   7.73443E-02   2.10479E+00   7.99535E+02   8.28878E+00
 7.36250E-07   1.88791E+00   7.12844E-02   2.08769E+00   7.99548E+02   8.15465E+00
 7.37750E-07   1.80995E+00   6.55185E-02   2.07020E+00   7.99560E+02   8.01857E+00
 7.39250E-07   1.73265E+00   6.00418E-02   2.05232E+00   7.99572E+02   7.88069E+00
 7.40750E-07   1.65603E+00   5.48489E-02   2.03408E+00   7.99583E+02   7.74120E+00
 7.42250E-07   1.58010E+00   4.99345E-02   2.01547E+00   7.99595E+02   7.60024E+00
 7.43750E-07   1.50488E+00   4.52931E-02   1.99652E+00   7.99606E+02   7.45799E+00
 7.45250E-07   1.43037E+00   4.09191E-02   1.97724E+00   7.99617E+02   7.31461E+00
 7.46750E-07   1.35659E+00   3.68066E-02   1.95763E+00   7.99628E+02   7.17025E+00
 7.48250E-07   1.28355E+00   3.29500E-02   1.93771E+00   7.99639E+02   7.02506E+00
 7.49750E-07   1.21126E+00   2.93432E-02   1.91749E+00   7.99649E+02   6.87920E+00
 7.51250E-07   1.13974E+00   2.59803E-02   1.89697E+00   7.99659E+02   6.73281E+00
 7.52750E-07   1.06900E+00   2.28550E-02   1.87618E+00   7.99669E+02   6.58604E+00
 7.54250E-07   9.99033E-01   1.99613E-02   1.85513E+00   7.99679E+02   6.43903E+00
 7.55750E-07   9.29864E-01   1.72930E-02   1.83381E+00   7.99688E+02   6.29192E+00
 7.57250E-07   8.61500E-01   1.48436E-02   1.81225E+00   7.99698E+02   6.14485E+00
 7.58750E-07   7.93949E-01   1.26071E-02   1.79046E+00   7.99707E+02   5.99793E+00
 7.60250E-07   7.27219E-01   1.05769E-02   1.76844E+00   7.99716E+02   5.85132E+00
 7.61750E-07   6.61319E-01   8.74684E-03   1.74621E+00   7.99724E+02   5.70512E+00
 7.63250E-07   5.96256E-01   7.11042E-03   1.72377E+00   7.99733E+02   5.55946E+00
 7.64750E-07   5.32038E-01   5.66129E-03   1.70114E+00   7.99741E+02   5.41446E+00
 7.66250E-07   4.68673E-01   4.39308E-03   1.67833E+00   7.99749E+02   5.27023E+00
 7.67750E-07   4.06166E-01   3.29941E-03   1.65535E+00   7.99757E+02   5.12688E+00
 7.69250E-07   3.44524E-01   2.37393E-03   1.63220E+00   7.99764E+02   4.98452E+00
 7.70750E-07   2.83752E-01   1.61031E-03   1.60891E+00   7.99771E+02   4.84324E+00
 7.72250E-07   2.23857E-01   1.00224E-03   1.58547E+00   7.99779E+02   4.70315E+00
 7.73750E-07   1.64844E-01   5.43470E-04   1.56190E+00   7.99786E+02   4.56434E+00
 7.75250E-07   1.06717E-01   2.27769E-04   1.53820E+00   7.99792E+02   4.42690E+00
 7.76750E-07   4.94804E-02   4.89662E-05   1.51439E+00   7.99799E+02   4.29092E+00
 7.78250E-07  -6.86120E-03   9.41521E-07   1.49048E+00   7.99805E+02   4.15647E+00
 7.79750E-07  -6.23042E-02   7.76364E-05   1.46647E+00   7.99811E+02   4.02365E+00
 7.81250E-07  -1.16845E-01   2.73057E-04   1.44238E+00   7.99817E+02   3.89253E+00
 7.82750E-07  -1.70482E-01   5.81279E-04   1.41821E+00   7.99823E+02   3.76317E+00
 7.84250E-07  -2.23210E-01   9.96455E-04   1.39397E+00   7.99828E+02   3.63564E+00
 7.85750E-07  -2.75029E-01   1.51281E-03   1.36967E+00   7.99834E+02   3.51001E+00
 7.87250E-07  -3.25935E-01   2.12467E-03   1.34533E+00   7.99839E+02   3.38633E+00
 7.88750E-07  -3.75928E-01   2.82643E-03   1.32094E+00   7.99844E+02   3.26467E+00
 7.90250E-07  -4.25005E-01   3.61258E-03   1.29652E+00   7.99848E+02   3.14507E+00
 7.91750E-07  -4.73166E-01   4.47772E-03   1.27207E+00   7.99853E+02   3.02759E+00
 7.93250E-07  -5.20410E-01   5.41653E-03   1.24761E+00   7.99857E+02   2.91226E+00
 7.94750E-07  -5.66737E-01   6.42381E-03   1.22314E+00   7.99862E+02   2.79913E+00
 7.96250E-07  -6.12145E-01   7.49443E-03   1.19866E+00   7.99866E+02   2.68825E+00
 7.97750E-07  -6.56636E-01   8.62342E-03   1.17420E+00   7.99870E+02   2.57963E+00
 7.99250E-07  -7.00210E-01   9.80589E-03   1.14975E+00   7.99873E+02   2.47332E+00
 8.00750E-07  -7.42868E-01   1.10371E-02   1.12532E+00   7.99877E+02   2.36934E+00
 8.02250E-07  -7.84610E-01   1.23122E-02   1.10092E+00   7.99881E+02   2.26771E+00
 8.03750E-07  -8.25437E-01   1.36269E-02   1.07656E+00   7.99884E+02   2.16846E+00
 8.05250E-07  -8.65352E-01   1.49767E-02   1.05224E+00   7.99887E+02   2.07161E+00
 8.06750E-07  -9.04357E-01   1.63572E-02   1.02798E+00   7.99890E+02   1.97716E+00
 8.08250E-07  -9.42452E-01   1.77643E-02   1.00377E+00   7.99893E+02   1.88514E+00
 8.09750E-07  -9.79640E-01   1.91939E-02   9.79631E-01   7.99896E+02   1.79555E+00
