Time (s)   V_brick                  E_brick                  E_ESR                    R_switch (½)             E_switch (J)             Radius_switch (m)        I_brick                  Q_brick                  V_out                    P_out                    E_out                    
 8.33263E-07   4.33103E+02   3.75157E-03   3.46543E+01   7.89532E-02   9.52879E+01   1.64733E-03   1.79607E+02   7.96328E-03   4.49017E+02   8.06466E+04   6.66455E+02
 8.33339E-07   4.32761E+02   3.74565E-03   3.46543E+01   7.89526E-02   9.52879E+01   1.64733E-03   1.79584E+02   7.96328E-03   4.48959E+02   8.06257E+04   6.66455E+02
 8.33415E-07   4.32419E+02   3.73973E-03   3.46543E+01   7.89521E-02   9.52879E+01   1.64734E-03   1.79560E+02   7.96328E-03   4.48900E+02   8.06046E+04   6.66455E+02
 8.33491E-07   4.32077E+02   3.73382E-03   3.46543E+01   7.89516E-02   9.52879E+01   1.64734E-03   1.79536E+02   7.96328E-03   4.48841E+02   8.05833E+04   6.66455E+02
 8.33567E-07   4.31735E+02   3.72791E-03   3.46543E+01   7.89510E-02   9.52879E+01   1.64735E-03   1.79513E+02   7.96328E-03   4.48782E+02   8.05619E+04   6.66455E+02
 8.33643E-07   4.31393E+02   3.72201E-03   3.46543E+01   7.89505E-02   9.52879E+01   1.64736E-03   1.79489E+02   7.96328E-03   4.48721E+02   8.05404E+04   6.66455E+02
 8.33719E-07   4.31051E+02   3.71611E-03   3.46543E+01   7.89499E-02   9.52879E+01   1.64736E-03   1.79464E+02   7.96328E-03   4.48661E+02   8.05187E+04   6.66455E+02
 8.33795E-07   4.30709E+02   3.71021E-03   3.46543E+01   7.89494E-02   9.52879E+01   1.64737E-03   1.79440E+02   7.96328E-03   4.48601E+02   8.04971E+04   6.66455E+02
 8.33871E-07   4.30367E+02   3.70432E-03   3.46543E+01   7.89488E-02   9.52879E+01   1.64737E-03   1.79416E+02   7.96328E-03   4.48540E+02   8.04752E+04   6.66455E+02
 8.33947E-07   4.30025E+02   3.69844E-03   3.46543E+01   7.89483E-02   9.52879E+01   1.64738E-03   1.79392E+02   7.96328E-03   4.48479E+02   8.04534E+04   6.66455E+02
 8.34023E-07   4.29683E+02   3.69256E-03   3.46543E+01   7.89478E-02   9.52879E+01   1.64738E-03   1.79367E+02   7.96328E-03   4.48418E+02   8.04315E+04   6.66455E+02
 8.34099E-07   4.29341E+02   3.68668E-03   3.46543E+01   7.89472E-02   9.52879E+01   1.64739E-03   1.79343E+02   7.96328E-03   4.48357E+02   8.04095E+04   6.66455E+02
 8.34175E-07   4.28999E+02   3.68081E-03   3.46543E+01   7.89467E-02   9.52879E+01   1.64740E-03   1.79318E+02   7.96328E-03   4.48295E+02   8.03874E+04   6.66455E+02
 8.34251E-07   4.28657E+02   3.67494E-03   3.46543E+01   7.89462E-02   9.52879E+01   1.64740E-03   1.79293E+02   7.96328E-03   4.48233E+02   8.03650E+04   6.66455E+02
 8.34327E-07   4.28315E+02   3.66908E-03   3.46543E+01   7.89456E-02   9.52879E+01   1.64741E-03   1.79268E+02   7.96328E-03   4.48170E+02   8.03425E+04   6.66455E+02
 8.34403E-07   4.27973E+02   3.66322E-03   3.46543E+01   7.89451E-02   9.52879E+01   1.64741E-03   1.79243E+02   7.96328E-03   4.48107E+02   8.03199E+04   6.66455E+02
 8.34479E-07   4.27631E+02   3.65737E-03   3.46543E+01   7.89445E-02   9.52879E+01   1.64742E-03   1.79218E+02   7.96328E-03   4.48044E+02   8.02973E+04   6.66455E+02
 8.34555E-07   4.27289E+02   3.65152E-03   3.46543E+01   7.89440E-02   9.52879E+01   1.64742E-03   1.79192E+02   7.96328E-03   4.47980E+02   8.02746E+04   6.66455E+02
 8.34631E-07   4.26947E+02   3.64568E-03   3.46543E+01   7.89435E-02   9.52879E+01   1.64743E-03   1.79167E+02   7.96328E-03   4.47917E+02   8.02518E+04   6.66455E+02
 8.34707E-07   4.26606E+02   3.63985E-03   3.46543E+01   7.89429E-02   9.52879E+01   1.64744E-03   1.79141E+02   7.96328E-03   4.47853E+02   8.02290E+04   6.66455E+02
 8.34783E-07   4.26264E+02   3.63402E-03   3.46543E+01   7.89424E-02   9.52879E+01   1.64744E-03   1.79115E+02   7.96328E-03   4.47789E+02   8.02059E+04   6.66455E+02
 8.34859E-07   4.25922E+02   3.62819E-03   3.46543E+01   7.89418E-02   9.52879E+01   1.64745E-03   1.79090E+02   7.96328E-03   4.47724E+02   8.01828E+04   6.66455E+02
 8.34935E-07   4.25580E+02   3.62237E-03   3.46543E+01   7.89413E-02   9.52879E+01   1.64745E-03   1.79064E+02   7.96328E-03   4.47659E+02   8.01596E+04   6.66455E+02
 8.35011E-07   4.25239E+02   3.61656E-03   3.46543E+01   7.89408E-02   9.52879E+01   1.64746E-03   1.79038E+02   7.96328E-03   4.47594E+02   8.01363E+04   6.66455E+02
 8.35087E-07   4.24897E+02   3.61075E-03   3.46543E+01   7.89402E-02   9.52879E+01   1.64746E-03   1.79012E+02   7.96328E-03   4.47529E+02   8.01128E+04   6.66455E+02
 8.35163E-07   4.24556E+02   3.60495E-03   3.46543E+01   7.89397E-02   9.52879E+01   1.64747E-03   1.78985E+02   7.96328E-03   4.47463E+02   8.00892E+04   6.66455E+02
 8.35239E-07   4.24214E+02   3.59915E-03   3.46543E+01   7.89391E-02   9.52879E+01   1.64747E-03   1.78959E+02   7.96328E-03   4.47397E+02   8.00655E+04   6.66455E+02
 8.35315E-07   4.23873E+02   3.59336E-03   3.46543E+01   7.89386E-02   9.52879E+01   1.64748E-03   1.78932E+02   7.96328E-03   4.47330E+02   8.00417E+04   6.66455E+02
 8.35391E-07   4.23531E+02   3.58757E-03   3.46543E+01   7.89380E-02   9.52879E+01   1.64749E-03   1.78905E+02   7.96328E-03   4.47263E+02   8.00178E+04   6.66455E+02
 8.35467E-07   4.23190E+02   3.58179E-03   3.46543E+01   7.89375E-02   9.52879E+01   1.64749E-03   1.78879E+02   7.96328E-03   4.47197E+02   7.99939E+04   6.66455E+02
 8.35543E-07   4.22848E+02   3.57601E-03   3.46543E+01   7.89370E-02   9.52879E+01   1.64750E-03   1.78852E+02   7.96328E-03   4.47130E+02   7.99700E+04   6.66455E+02
 8.35619E-07   4.22506E+02   3.57023E-03   3.46543E+01   7.89364E-02   9.52879E+01   1.64750E-03   1.78825E+02   7.96328E-03   4.47062E+02   7.99458E+04   6.66455E+02
 8.35695E-07   4.22165E+02   3.56446E-03   3.46543E+01   7.89359E-02   9.52879E+01   1.64751E-03   1.78798E+02   7.96328E-03   4.46994E+02   7.99215E+04   6.66455E+02
 8.35771E-07   4.21823E+02   3.55870E-03   3.46543E+01   7.89353E-02   9.52879E+01   1.64751E-03   1.78770E+02   7.96328E-03   4.46925E+02   7.98970E+04   6.66455E+02
 8.35847E-07   4.21482E+02   3.55294E-03   3.46543E+01   7.89348E-02   9.52879E+01   1.64752E-03   1.78743E+02   7.96328E-03   4.46857E+02   7.98724E+04   6.66455E+02
 8.35923E-07   4.21141E+02   3.54719E-03   3.46543E+01   7.89343E-02   9.52879E+01   1.64753E-03   1.78715E+02   7.96328E-03   4.46788E+02   7.98479E+04   6.66455E+02
 8.35999E-07   4.20800E+02   3.54145E-03   3.46543E+01   7.89337E-02   9.52879E+01   1.64753E-03   1.78688E+02   7.96328E-03   4.46720E+02   7.98233E+04   6.66455E+02
 8.36075E-07   4.20459E+02   3.53571E-03   3.46543E+01   7.89332E-02   9.52879E+01   1.64754E-03   1.78660E+02   7.96328E-03   4.46651E+02   7.97988E+04   6.66455E+02
 8.36151E-07   4.20118E+02   3.52998E-03   3.46543E+01   7.89326E-02   9.52879E+01   1.64754E-03   1.78633E+02   7.96328E-03   4.46581E+02   7.97740E+04   6.66455E+02
 8.36227E-07   4.19777E+02   3.52426E-03   3.46543E+01   7.89321E-02   9.52879E+01   1.64755E-03   1.78605E+02   7.96328E-03   4.46512E+02   7.97491E+04   6.66455E+02
 8.36303E-07   4.19437E+02   3.51854E-03   3.46543E+01   7.89316E-02   9.52879E+01   1.64755E-03   1.78577E+02   7.96328E-03   4.46442E+02   7.97242E+04   6.66455E+02
 8.36380E-07   4.19098E+02   3.51286E-03   3.46543E+01   7.89310E-02   9.52879E+01   1.64756E-03   1.78549E+02   7.96328E-03   4.46372E+02   7.96991E+04   6.66455E+02
 8.36456E-07   4.18759E+02   3.50719E-03   3.46543E+01   7.89305E-02   9.52879E+01   1.64756E-03   1.78520E+02   7.96328E-03   4.46301E+02   7.96739E+04   6.66455E+02
 8.36532E-07   4.18421E+02   3.50152E-03   3.46543E+01   7.89299E-02   9.52879E+01   1.64757E-03   1.78492E+02   7.96328E-03   4.46230E+02   7.96484E+04   6.66455E+02
 8.36608E-07   4.18082E+02   3.49585E-03   3.46543E+01   7.89294E-02   9.52879E+01   1.64758E-03   1.78463E+02   7.96328E-03   4.46158E+02   7.96227E+04   6.66455E+02
 8.36684E-07   4.17743E+02   3.49019E-03   3.46543E+01   7.89289E-02   9.52879E+01   1.64758E-03   1.78434E+02   7.96328E-03   4.46086E+02   7.95970E+04   6.66455E+02
 8.36760E-07   4.17405E+02   3.48454E-03   3.46543E+01   7.89283E-02   9.52879E+01   1.64759E-03   1.78405E+02   7.96328E-03   4.46014E+02   7.95712E+04   6.66455E+02
 8.36836E-07   4.17066E+02   3.47889E-03   3.46543E+01   7.89278E-02   9.52879E+01   1.64759E-03   1.78377E+02   7.96328E-03   4.45941E+02   7.95455E+04   6.66455E+02
 8.36912E-07   4.16728E+02   3.47324E-03   3.46543E+01   7.89272E-02   9.52879E+01   1.64760E-03   1.78348E+02   7.96328E-03   4.45869E+02   7.95197E+04   6.66455E+02
 8.36988E-07   4.16389E+02   3.46760E-03   3.46543E+01   7.89267E-02   9.52879E+01   1.64760E-03   1.78319E+02   7.96328E-03   4.45796E+02   7.94938E+04   6.66455E+02
 8.37064E-07   4.16050E+02   3.46196E-03   3.46543E+01   7.89262E-02   9.52879E+01   1.64761E-03   1.78290E+02   7.96328E-03   4.45724E+02   7.94679E+04   6.66455E+02
 8.37140E-07   4.15712E+02   3.45633E-03   3.46543E+01   7.89256E-02   9.52879E+01   1.64762E-03   1.78260E+02   7.96328E-03   4.45651E+02   7.94419E+04   6.66455E+02
 8.37216E-07   4.15373E+02   3.45070E-03   3.46543E+01   7.89251E-02   9.52879E+01   1.64762E-03   1.78231E+02   7.96328E-03   4.45578E+02   7.94158E+04   6.66455E+02
 8.37292E-07   4.15035E+02   3.44508E-03   3.46543E+01   7.89245E-02   9.52879E+01   1.64763E-03   1.78202E+02   7.96328E-03   4.45504E+02   7.93896E+04   6.66455E+02
 8.37368E-07   4.14696E+02   3.43946E-03   3.46543E+01   7.89240E-02   9.52879E+01   1.64763E-03   1.78172E+02   7.96328E-03   4.45431E+02   7.93634E+04   6.66455E+02
 8.37444E-07   4.14357E+02   3.43384E-03   3.46543E+01   7.89235E-02   9.52879E+01   1.64764E-03   1.78143E+02   7.96328E-03   4.45357E+02   7.93370E+04   6.66455E+02
 8.37520E-07   4.14019E+02   3.42824E-03   3.46543E+01   7.89229E-02   9.52879E+01   1.64764E-03   1.78113E+02   7.96328E-03   4.45282E+02   7.93104E+04   6.66455E+02
 8.37596E-07   4.13681E+02   3.42264E-03   3.46543E+01   7.89224E-02   9.52879E+01   1.64765E-03   1.78083E+02   7.96328E-03   4.45207E+02   7.92837E+04   6.66455E+02
 8.37672E-07   4.13343E+02   3.41705E-03   3.46543E+01   7.89219E-02   9.52879E+01   1.64765E-03   1.78053E+02   7.96328E-03   4.45132E+02   7.92569E+04   6.66455E+02
 8.37748E-07   4.13006E+02   3.41148E-03   3.46543E+01   7.89213E-02   9.52879E+01   1.64766E-03   1.78022E+02   7.96328E-03   4.45056E+02   7.92300E+04   6.66455E+02
 8.37824E-07   4.12670E+02   3.40592E-03   3.46543E+01   7.89208E-02   9.52879E+01   1.64767E-03   1.77992E+02   7.96328E-03   4.44980E+02   7.92031E+04   6.66455E+02
 8.37900E-07   4.12333E+02   3.40037E-03   3.46543E+01   7.89202E-02   9.52879E+01   1.64767E-03   1.77962E+02   7.96328E-03   4.44904E+02   7.91760E+04   6.66455E+02
 8.37976E-07   4.11997E+02   3.39483E-03   3.46543E+01   7.89197E-02   9.52879E+01   1.64768E-03   1.77931E+02   7.96328E-03   4.44828E+02   7.91489E+04   6.66455E+02
 8.38052E-07   4.11660E+02   3.38928E-03   3.46543E+01   7.89191E-02   9.52879E+01   1.64768E-03   1.77901E+02   7.96328E-03   4.44752E+02   7.91219E+04   6.66455E+02
 8.38128E-07   4.11324E+02   3.38375E-03   3.46543E+01   7.89186E-02   9.52879E+01   1.64769E-03   1.77870E+02   7.96328E-03   4.44676E+02   7.90945E+04   6.66455E+02
 8.38204E-07   4.10987E+02   3.37821E-03   3.46543E+01   7.89181E-02   9.52879E+01   1.64769E-03   1.77839E+02   7.96328E-03   4.44599E+02   7.90672E+04   6.66455E+02
 8.38280E-07   4.10651E+02   3.37268E-03   3.46543E+01   7.89175E-02   9.52879E+01   1.64770E-03   1.77808E+02   7.96328E-03   4.44521E+02   7.90396E+04   6.66455E+02
 8.38356E-07   4.10314E+02   3.36716E-03   3.46543E+01   7.89170E-02   9.52879E+01   1.64771E-03   1.77777E+02   7.96328E-03   4.44444E+02   7.90120E+04   6.66455E+02
 8.38432E-07   4.09978E+02   3.36164E-03   3.46543E+01   7.89164E-02   9.52879E+01   1.64771E-03   1.77746E+02   7.96328E-03   4.44365E+02   7.89842E+04   6.66455E+02
 8.38508E-07   4.09642E+02   3.35612E-03   3.46543E+01   7.89159E-02   9.52879E+01   1.64772E-03   1.77715E+02   7.96328E-03   4.44287E+02   7.89563E+04   6.66455E+02
 8.38584E-07   4.09305E+02   3.35061E-03   3.46543E+01   7.89154E-02   9.52879E+01   1.64772E-03   1.77683E+02   7.96328E-03   4.44208E+02   7.89284E+04   6.66455E+02
 8.38660E-07   4.08969E+02   3.34511E-03   3.46543E+01   7.89148E-02   9.52879E+01   1.64773E-03   1.77652E+02   7.96328E-03   4.44130E+02   7.89005E+04   6.66455E+02
 8.38736E-07   4.08632E+02   3.33960E-03   3.46543E+01   7.89143E-02   9.52879E+01   1.64773E-03   1.77620E+02   7.96328E-03   4.44051E+02   7.88725E+04   6.66455E+02
 8.38812E-07   4.08296E+02   3.33411E-03   3.46543E+01   7.89137E-02   9.52879E+01   1.64774E-03   1.77589E+02   7.96328E-03   4.43972E+02   7.88444E+04   6.66455E+02
 8.38888E-07   4.07959E+02   3.32861E-03   3.46543E+01   7.89132E-02   9.52879E+01   1.64774E-03   1.77557E+02   7.96328E-03   4.43893E+02   7.88163E+04   6.66455E+02
 8.38964E-07   4.07623E+02   3.32313E-03   3.46543E+01   7.89127E-02   9.52879E+01   1.64775E-03   1.77525E+02   7.96328E-03   4.43813E+02   7.87880E+04   6.66455E+02
 8.39040E-07   4.07287E+02   3.31765E-03   3.46543E+01   7.89121E-02   9.52879E+01   1.64776E-03   1.77493E+02   7.96328E-03   4.43733E+02   7.87596E+04   6.66455E+02
 8.39116E-07   4.06950E+02   3.31217E-03   3.46543E+01   7.89116E-02   9.52879E+01   1.64776E-03   1.77461E+02   7.96328E-03   4.43653E+02   7.87312E+04   6.66455E+02
 8.39192E-07   4.06614E+02   3.30670E-03   3.46543E+01   7.89110E-02   9.52879E+01   1.64777E-03   1.77429E+02   7.96328E-03   4.43572E+02   7.87024E+04   6.66455E+02
 8.39267E-07   4.06277E+02   3.30123E-03   3.46543E+01   7.89105E-02   9.52879E+01   1.64777E-03   1.77396E+02   7.96328E-03   4.43491E+02   7.86736E+04   6.66455E+02
 8.39343E-07   4.05941E+02   3.29576E-03   3.46543E+01   7.89100E-02   9.52879E+01   1.64778E-03   1.77364E+02   7.96328E-03   4.43409E+02   7.86448E+04   6.66455E+02
 8.39419E-07   4.05605E+02   3.29031E-03   3.46543E+01   7.89094E-02   9.52879E+01   1.64778E-03   1.77331E+02   7.96328E-03   4.43328E+02   7.86159E+04   6.66455E+02
 8.39495E-07   4.05268E+02   3.28485E-03   3.46543E+01   7.89089E-02   9.52879E+01   1.64779E-03   1.77299E+02   7.96328E-03   4.43247E+02   7.85870E+04   6.66455E+02
 8.39571E-07   4.04932E+02   3.27940E-03   3.46543E+01   7.89083E-02   9.52879E+01   1.64780E-03   1.77266E+02   7.96328E-03   4.43165E+02   7.85579E+04   6.66455E+02
 8.39647E-07   4.04596E+02   3.27395E-03   3.46543E+01   7.89078E-02   9.52879E+01   1.64780E-03   1.77233E+02   7.96328E-03   4.43082E+02   7.85288E+04   6.66455E+02
 8.39723E-07   4.04259E+02   3.26851E-03   3.46543E+01   7.89073E-02   9.52879E+01   1.64781E-03   1.77200E+02   7.96328E-03   4.43000E+02   7.84997E+04   6.66455E+02
 8.39799E-07   4.03923E+02   3.26308E-03   3.46543E+01   7.89067E-02   9.52879E+01   1.64781E-03   1.77167E+02   7.96328E-03   4.42918E+02   7.84704E+04   6.66455E+02
 8.39875E-07   4.03587E+02   3.25765E-03   3.46543E+01   7.89062E-02   9.52879E+01   1.64782E-03   1.77134E+02   7.96328E-03   4.42834E+02   7.84409E+04   6.66455E+02
 8.39951E-07   4.03250E+02   3.25222E-03   3.46543E+01   7.89056E-02   9.52879E+01   1.64782E-03   1.77101E+02   7.96328E-03   4.42751E+02   7.84115E+04   6.66455E+02
 8.40027E-07   4.02914E+02   3.24680E-03   3.46543E+01   7.89051E-02   9.52879E+01   1.64783E-03   1.77067E+02   7.96328E-03   4.42668E+02   7.83819E+04   6.66455E+02
 8.40103E-07   4.02578E+02   3.24138E-03   3.46543E+01   7.89046E-02   9.52879E+01   1.64784E-03   1.77033E+02   7.96328E-03   4.42584E+02   7.83521E+04   6.66455E+02
 8.40179E-07   4.02242E+02   3.23596E-03   3.46543E+01   7.89040E-02   9.52879E+01   1.64784E-03   1.77000E+02   7.96328E-03   4.42500E+02   7.83224E+04   6.66455E+02
 8.40255E-07   4.01905E+02   3.23056E-03   3.46543E+01   7.89035E-02   9.52879E+01   1.64785E-03   1.76966E+02   7.96328E-03   4.42415E+02   7.82925E+04   6.66455E+02
 8.40331E-07   4.01569E+02   3.22515E-03   3.46543E+01   7.89029E-02   9.52879E+01   1.64785E-03   1.76932E+02   7.96328E-03   4.42330E+02   7.82624E+04   6.66455E+02
 8.40407E-07   4.01233E+02   3.21975E-03   3.46543E+01   7.89024E-02   9.52879E+01   1.64786E-03   1.76898E+02   7.96328E-03   4.42245E+02   7.82324E+04   6.66455E+02
 8.40483E-07   4.00896E+02   3.21436E-03   3.46543E+01   7.89019E-02   9.52879E+01   1.64786E-03   1.76864E+02   7.96328E-03   4.42160E+02   7.82023E+04   6.66455E+02
 8.40559E-07   4.00560E+02   3.20897E-03   3.46543E+01   7.89013E-02   9.52879E+01   1.64787E-03   1.76830E+02   7.96328E-03   4.42075E+02   7.81721E+04   6.66455E+02
 8.40635E-07   4.00224E+02   3.20358E-03   3.46543E+01   7.89008E-02   9.52879E+01   1.64787E-03   1.76796E+02   7.96328E-03   4.41990E+02   7.81419E+04   6.66455E+02
 8.40711E-07   3.99888E+02   3.19820E-03   3.46543E+01   7.89003E-02   9.52879E+01   1.64788E-03   1.76761E+02   7.96328E-03   4.41904E+02   7.81116E+04   6.66455E+02
 8.40787E-07   3.99551E+02   3.19283E-03   3.46543E+01   7.88997E-02   9.52879E+01   1.64789E-03   1.76727E+02   7.96328E-03   4.41818E+02   7.80812E+04   6.66455E+02
 8.40863E-07   3.99215E+02   3.18745E-03   3.46543E+01   7.88992E-02   9.52879E+01   1.64789E-03   1.76693E+02   7.96328E-03   4.41732E+02   7.80507E+04   6.66455E+02
 8.40939E-07   3.98879E+02   3.18209E-03   3.46543E+01   7.88986E-02   9.52879E+01   1.64790E-03   1.76658E+02   7.96328E-03   4.41645E+02   7.80201E+04   6.66455E+02
 8.41015E-07   3.98542E+02   3.17672E-03   3.46543E+01   7.88981E-02   9.52879E+01   1.64790E-03   1.76623E+02   7.96328E-03   4.41558E+02   7.79894E+04   6.66455E+02
 8.41091E-07   3.98206E+02   3.17136E-03   3.46543E+01   7.88976E-02   9.52879E+01   1.64791E-03   1.76588E+02   7.96328E-03   4.41471E+02   7.79586E+04   6.66455E+02
 8.41167E-07   3.97870E+02   3.16601E-03   3.46543E+01   7.88970E-02   9.52879E+01   1.64791E-03   1.76553E+02   7.96328E-03   4.41383E+02   7.79276E+04   6.66455E+02
 8.41243E-07   3.97534E+02   3.16066E-03   3.46543E+01   7.88965E-02   9.52879E+01   1.64792E-03   1.76518E+02   7.96328E-03   4.41296E+02   7.78967E+04   6.66455E+02
 8.41319E-07   3.97197E+02   3.15531E-03   3.46543E+01   7.88959E-02   9.52879E+01   1.64793E-03   1.76483E+02   7.96328E-03   4.41207E+02   7.78656E+04   6.66455E+02
 8.41395E-07   3.96861E+02   3.14997E-03   3.46543E+01   7.88954E-02   9.52879E+01   1.64793E-03   1.76448E+02   7.96328E-03   4.41119E+02   7.78345E+04   6.66455E+02
 8.41471E-07   3.96525E+02   3.14464E-03   3.46543E+01   7.88948E-02   9.52879E+01   1.64794E-03   1.76412E+02   7.96328E-03   4.41031E+02   7.78032E+04   6.66455E+02
 8.41547E-07   3.96189E+02   3.13931E-03   3.46543E+01   7.88943E-02   9.52879E+01   1.64794E-03   1.76377E+02   7.96328E-03   4.40942E+02   7.77719E+04   6.66455E+02
 8.41623E-07   3.95852E+02   3.13398E-03   3.46543E+01   7.88938E-02   9.52879E+01   1.64795E-03   1.76341E+02   7.96328E-03   4.40853E+02   7.77406E+04   6.66455E+02
 8.41699E-07   3.95516E+02   3.12866E-03   3.46543E+01   7.88932E-02   9.52879E+01   1.64795E-03   1.76306E+02   7.96328E-03   4.40764E+02   7.77092E+04   6.66455E+02
 8.41775E-07   3.95180E+02   3.12334E-03   3.46543E+01   7.88927E-02   9.52879E+01   1.64796E-03   1.76270E+02   7.96328E-03   4.40674E+02   7.76776E+04   6.66455E+02
 8.41851E-07   3.94843E+02   3.11803E-03   3.46543E+01   7.88921E-02   9.52879E+01   1.64796E-03   1.76234E+02   7.96328E-03   4.40585E+02   7.76460E+04   6.66455E+02
 8.41927E-07   3.94507E+02   3.11272E-03   3.46543E+01   7.88916E-02   9.52879E+01   1.64797E-03   1.76198E+02   7.96328E-03   4.40495E+02   7.76142E+04   6.66455E+02
 8.42003E-07   3.94171E+02   3.10742E-03   3.46543E+01   7.88911E-02   9.52879E+01   1.64798E-03   1.76162E+02   7.96328E-03   4.40404E+02   7.75824E+04   6.66455E+02
 8.42079E-07   3.93835E+02   3.10212E-03   3.46543E+01   7.88905E-02   9.52879E+01   1.64798E-03   1.76126E+02   7.96328E-03   4.40314E+02   7.75506E+04   6.66455E+02
 8.42155E-07   3.93499E+02   3.09683E-03   3.46543E+01   7.88900E-02   9.52879E+01   1.64799E-03   1.76089E+02   7.96328E-03   4.40223E+02   7.75184E+04   6.66455E+02
 8.42231E-07   3.93163E+02   3.09154E-03   3.46543E+01   7.88895E-02   9.52879E+01   1.64799E-03   1.76052E+02   7.96328E-03   4.40131E+02   7.74862E+04   6.66455E+02
 8.42307E-07   3.92827E+02   3.08626E-03   3.46543E+01   7.88889E-02   9.52879E+01   1.64800E-03   1.76016E+02   7.96328E-03   4.40040E+02   7.74540E+04   6.66455E+02
 8.42383E-07   3.92491E+02   3.08098E-03   3.46543E+01   7.88884E-02   9.52879E+01   1.64800E-03   1.75979E+02   7.96328E-03   4.39948E+02   7.74217E+04   6.66455E+02
 8.42459E-07   3.92155E+02   3.07571E-03   3.46543E+01   7.88878E-02   9.52879E+01   1.64801E-03   1.75942E+02   7.96328E-03   4.39856E+02   7.73893E+04   6.66455E+02
 8.42535E-07   3.91820E+02   3.07045E-03   3.46543E+01   7.88873E-02   9.52879E+01   1.64802E-03   1.75906E+02   7.96328E-03   4.39764E+02   7.73569E+04   6.66455E+02
 8.42611E-07   3.91485E+02   3.06521E-03   3.46543E+01   7.88867E-02   9.52879E+01   1.64802E-03   1.75869E+02   7.96328E-03   4.39671E+02   7.73244E+04   6.66455E+02
 8.42687E-07   3.91150E+02   3.05997E-03   3.46543E+01   7.88862E-02   9.52879E+01   1.64803E-03   1.75831E+02   7.96328E-03   4.39579E+02   7.72918E+04   6.66455E+02
 8.42763E-07   3.90816E+02   3.05475E-03   3.46543E+01   7.88857E-02   9.52879E+01   1.64803E-03   1.75794E+02   7.96328E-03   4.39486E+02   7.72590E+04   6.66455E+02
 8.42839E-07   3.90482E+02   3.04953E-03   3.46543E+01   7.88851E-02   9.52879E+01   1.64804E-03   1.75757E+02   7.96328E-03   4.39392E+02   7.72261E+04   6.66455E+02
 8.42915E-07   3.90148E+02   3.04431E-03   3.46543E+01   7.88846E-02   9.52879E+01   1.64804E-03   1.75719E+02   7.96328E-03   4.39298E+02   7.71931E+04   6.66455E+02
 8.42991E-07   3.89814E+02   3.03910E-03   3.46543E+01   7.88841E-02   9.52879E+01   1.64805E-03   1.75682E+02   7.96328E-03   4.39204E+02   7.71600E+04   6.66455E+02
 8.43067E-07   3.89480E+02   3.03390E-03   3.46543E+01   7.88835E-02   9.52879E+01   1.64806E-03   1.75644E+02   7.96328E-03   4.39110E+02   7.71269E+04   6.66455E+02
 8.43143E-07   3.89146E+02   3.02870E-03   3.46543E+01   7.88830E-02   9.52879E+01   1.64806E-03   1.75606E+02   7.96328E-03   4.39015E+02   7.70937E+04   6.66455E+02
 8.43219E-07   3.88812E+02   3.02350E-03   3.46543E+01   7.88824E-02   9.52879E+01   1.64807E-03   1.75568E+02   7.96328E-03   4.38920E+02   7.70605E+04   6.66455E+02
 8.43295E-07   3.88478E+02   3.01831E-03   3.46543E+01   7.88819E-02   9.52879E+01   1.64807E-03   1.75530E+02   7.96328E-03   4.38826E+02   7.70272E+04   6.66455E+02
 8.43371E-07   3.88144E+02   3.01312E-03   3.46543E+01   7.88814E-02   9.52879E+01   1.64808E-03   1.75492E+02   7.96328E-03   4.38731E+02   7.69939E+04   6.66455E+02
 8.43447E-07   3.87810E+02   3.00794E-03   3.46543E+01   7.88808E-02   9.52879E+01   1.64808E-03   1.75454E+02   7.96328E-03   4.38636E+02   7.69605E+04   6.66455E+02
 8.43523E-07   3.87476E+02   3.00276E-03   3.46543E+01   7.88803E-02   9.52879E+01   1.64809E-03   1.75416E+02   7.96328E-03   4.38541E+02   7.69271E+04   6.66455E+02
 8.43599E-07   3.87142E+02   2.99758E-03   3.46543E+01   7.88797E-02   9.52879E+01   1.64809E-03   1.75378E+02   7.96328E-03   4.38445E+02   7.68936E+04   6.66455E+02
 8.43675E-07   3.86808E+02   2.99241E-03   3.46543E+01   7.88792E-02   9.52879E+01   1.64810E-03   1.75340E+02   7.96328E-03   4.38349E+02   7.68600E+04   6.66455E+02
 8.43751E-07   3.86474E+02   2.98725E-03   3.46543E+01   7.88787E-02   9.52879E+01   1.64811E-03   1.75301E+02   7.96328E-03   4.38253E+02   7.68262E+04   6.66455E+02
 8.43827E-07   3.86141E+02   2.98209E-03   3.46543E+01   7.88781E-02   9.52879E+01   1.64811E-03   1.75263E+02   7.96328E-03   4.38156E+02   7.67924E+04   6.66455E+02
 8.43903E-07   3.85807E+02   2.97694E-03   3.46543E+01   7.88776E-02   9.52879E+01   1.64812E-03   1.75224E+02   7.96328E-03   4.38060E+02   7.67585E+04   6.66455E+02
 8.43979E-07   3.85473E+02   2.97179E-03   3.46543E+01   7.88771E-02   9.52879E+01   1.64812E-03   1.75185E+02   7.96328E-03   4.37962E+02   7.67243E+04   6.66455E+02
 8.44055E-07   3.85139E+02   2.96664E-03   3.46543E+01   7.88765E-02   9.52879E+01   1.64813E-03   1.75146E+02   7.96328E-03   4.37864E+02   7.66900E+04   6.66455E+02
