Time (s)   V_brick                  E_brick                  E_ESR                    R_switch (½)             E_switch (J)             Radius_switch (m)        I_brick (kV)             Q_brick                  V_out                    P_out                    E_out                    
 1.21167E-06  -3.60851E+04   4.16683E+02   1.12551E+03   3.89677E-03   1.18834E+03   7.94957E-03   1.90226E+02   8.70767E-02   1.90226E-15   3.61858E-10   6.92387E-16
 1.21174E-06  -3.61076E+04   4.17202E+02   1.12555E+03   3.89654E-03   1.18835E+03   7.94981E-03   1.90119E+02   8.70914E-02   1.90119E-15   3.61454E-10   6.92415E-16
 1.21182E-06  -3.61300E+04   4.17722E+02   1.12560E+03   3.89631E-03   1.18836E+03   7.95005E-03   1.90013E+02   8.71062E-02   1.90013E-15   3.61050E-10   6.92443E-16
 1.21190E-06  -3.61525E+04   4.18241E+02   1.12565E+03   3.89608E-03   1.18836E+03   7.95028E-03   1.89907E+02   8.71204E-02   1.89907E-15   3.60646E-10   6.92471E-16
 1.21197E-06  -3.61750E+04   4.18762E+02   1.12569E+03   3.89584E-03   1.18837E+03   7.95052E-03   1.89800E+02   8.71346E-02   1.89800E-15   3.60242E-10   6.92499E-16
 1.21205E-06  -3.61975E+04   4.19282E+02   1.12574E+03   3.89561E-03   1.18838E+03   7.95076E-03   1.89694E+02   8.71487E-02   1.89694E-15   3.59838E-10   6.92528E-16
 1.21212E-06  -3.62199E+04   4.19803E+02   1.12579E+03   3.89538E-03   1.18839E+03   7.95100E-03   1.89587E+02   8.71629E-02   1.89587E-15   3.59433E-10   6.92556E-16
 1.21220E-06  -3.62424E+04   4.20324E+02   1.12583E+03   3.89514E-03   1.18840E+03   7.95124E-03   1.89481E+02   8.71771E-02   1.89481E-15   3.59029E-10   6.92584E-16
 1.21228E-06  -3.62649E+04   4.20846E+02   1.12588E+03   3.89491E-03   1.18841E+03   7.95147E-03   1.89374E+02   8.71912E-02   1.89374E-15   3.58625E-10   6.92612E-16
 1.21235E-06  -3.62874E+04   4.21368E+02   1.12593E+03   3.89468E-03   1.18842E+03   7.95171E-03   1.89267E+02   8.72054E-02   1.89267E-15   3.58221E-10   6.92640E-16
 1.21243E-06  -3.63098E+04   4.21889E+02   1.12597E+03   3.89445E-03   1.18843E+03   7.95195E-03   1.89161E+02   8.72195E-02   1.89161E-15   3.57817E-10   6.92668E-16
 1.21250E-06  -3.63323E+04   4.22411E+02   1.12602E+03   3.89421E-03   1.18844E+03   7.95219E-03   1.89054E+02   8.72337E-02   1.89054E-15   3.57414E-10   6.92697E-16
 1.21258E-06  -3.63547E+04   4.22933E+02   1.12606E+03   3.89398E-03   1.18845E+03   7.95242E-03   1.88947E+02   8.72478E-02   1.88947E-15   3.57010E-10   6.92725E-16
 1.21266E-06  -3.63771E+04   4.23455E+02   1.12611E+03   3.89375E-03   1.18846E+03   7.95266E-03   1.88840E+02   8.72620E-02   1.88840E-15   3.56606E-10   6.92753E-16
 1.21273E-06  -3.63995E+04   4.23977E+02   1.12616E+03   3.89351E-03   1.18847E+03   7.95290E-03   1.88733E+02   8.72761E-02   1.88733E-15   3.56203E-10   6.92781E-16
 1.21281E-06  -3.64219E+04   4.24498E+02   1.12620E+03   3.89328E-03   1.18848E+03   7.95314E-03   1.88626E+02   8.72903E-02   1.88626E-15   3.55799E-10   6.92809E-16
 1.21288E-06  -3.64443E+04   4.25019E+02   1.12625E+03   3.89305E-03   1.18849E+03   7.95337E-03   1.88520E+02   8.73045E-02   1.88520E-15   3.55396E-10   6.92837E-16
 1.21296E-06  -3.64666E+04   4.25541E+02   1.12630E+03   3.89282E-03   1.18849E+03   7.95361E-03   1.88413E+02   8.73186E-02   1.88413E-15   3.54993E-10   6.92866E-16
 1.21304E-06  -3.64890E+04   4.26062E+02   1.12634E+03   3.89258E-03   1.18850E+03   7.95385E-03   1.88306E+02   8.73328E-02   1.88306E-15   3.54590E-10   6.92894E-16
 1.21311E-06  -3.65113E+04   4.26583E+02   1.12639E+03   3.89235E-03   1.18851E+03   7.95409E-03   1.88199E+02   8.73469E-02   1.88199E-15   3.54187E-10   6.92922E-16
 1.21319E-06  -3.65336E+04   4.27105E+02   1.12644E+03   3.89212E-03   1.18852E+03   7.95433E-03   1.88092E+02   8.73611E-02   1.88092E-15   3.53784E-10   6.92950E-16
 1.21326E-06  -3.65559E+04   4.27627E+02   1.12648E+03   3.89189E-03   1.18853E+03   7.95456E-03   1.87984E+02   8.73752E-02   1.87984E-15   3.53380E-10   6.92978E-16
 1.21334E-06  -3.65782E+04   4.28150E+02   1.12653E+03   3.89165E-03   1.18854E+03   7.95480E-03   1.87876E+02   8.73894E-02   1.87876E-15   3.52975E-10   6.93006E-16
 1.21342E-06  -3.66006E+04   4.28672E+02   1.12658E+03   3.89142E-03   1.18855E+03   7.95504E-03   1.87769E+02   8.74036E-02   1.87769E-15   3.52571E-10   6.93035E-16
 1.21349E-06  -3.66229E+04   4.29195E+02   1.12662E+03   3.89119E-03   1.18856E+03   7.95528E-03   1.87661E+02   8.74177E-02   1.87661E-15   3.52167E-10   6.93063E-16
 1.21357E-06  -3.66452E+04   4.29719E+02   1.12667E+03   3.89096E-03   1.18857E+03   7.95551E-03   1.87554E+02   8.74319E-02   1.87554E-15   3.51763E-10   6.93091E-16
 1.21364E-06  -3.66675E+04   4.30242E+02   1.12671E+03   3.89072E-03   1.18858E+03   7.95575E-03   1.87446E+02   8.74460E-02   1.87446E-15   3.51360E-10   6.93119E-16
 1.21372E-06  -3.66898E+04   4.30766E+02   1.12676E+03   3.89049E-03   1.18859E+03   7.95599E-03   1.87338E+02   8.74602E-02   1.87338E-15   3.50956E-10   6.93147E-16
 1.21380E-06  -3.67121E+04   4.31290E+02   1.12681E+03   3.89026E-03   1.18860E+03   7.95623E-03   1.87231E+02   8.74743E-02   1.87231E-15   3.50553E-10   6.93175E-16
 1.21387E-06  -3.67344E+04   4.31813E+02   1.12685E+03   3.89003E-03   1.18861E+03   7.95646E-03   1.87123E+02   8.74885E-02   1.87123E-15   3.50151E-10   6.93204E-16
 1.21395E-06  -3.67567E+04   4.32337E+02   1.12690E+03   3.88979E-03   1.18862E+03   7.95670E-03   1.87015E+02   8.75026E-02   1.87015E-15   3.49748E-10   6.93232E-16
 1.21402E-06  -3.67789E+04   4.32861E+02   1.12695E+03   3.88956E-03   1.18862E+03   7.95694E-03   1.86908E+02   8.75168E-02   1.86908E-15   3.49345E-10   6.93260E-16
 1.21410E-06  -3.68012E+04   4.33385E+02   1.12699E+03   3.88933E-03   1.18863E+03   7.95718E-03   1.86800E+02   8.75310E-02   1.86800E-15   3.48943E-10   6.93288E-16
 1.21418E-06  -3.68235E+04   4.33910E+02   1.12704E+03   3.88910E-03   1.18864E+03   7.95741E-03   1.86692E+02   8.75451E-02   1.86692E-15   3.48541E-10   6.93316E-16
 1.21425E-06  -3.68457E+04   4.34435E+02   1.12709E+03   3.88886E-03   1.18865E+03   7.95765E-03   1.86585E+02   8.75593E-02   1.86585E-15   3.48138E-10   6.93344E-16
 1.21433E-06  -3.68680E+04   4.34960E+02   1.12713E+03   3.88863E-03   1.18866E+03   7.95789E-03   1.86476E+02   8.75734E-02   1.86476E-15   3.47735E-10   6.93373E-16
 1.21440E-06  -3.68903E+04   4.35486E+02   1.12718E+03   3.88840E-03   1.18867E+03   7.95813E-03   1.86368E+02   8.75876E-02   1.86368E-15   3.47332E-10   6.93401E-16
 1.21448E-06  -3.69122E+04   4.36005E+02   1.12722E+03   3.88817E-03   1.18868E+03   7.95836E-03   1.86260E+02   8.76017E-02   1.86260E-15   3.46929E-10   6.93429E-16
 1.21456E-06  -3.69342E+04   4.36524E+02   1.12727E+03   3.88794E-03   1.18869E+03   7.95860E-03   1.86152E+02   8.76159E-02   1.86152E-15   3.46526E-10   6.93457E-16
 1.21463E-06  -3.69562E+04   4.37043E+02   1.12732E+03   3.88770E-03   1.18870E+03   7.95884E-03   1.86044E+02   8.76300E-02   1.86044E-15   3.46124E-10   6.93485E-16
 1.21471E-06  -3.69782E+04   4.37563E+02   1.12736E+03   3.88747E-03   1.18871E+03   7.95908E-03   1.85936E+02   8.76442E-02   1.85936E-15   3.45722E-10   6.93513E-16
 1.21478E-06  -3.70001E+04   4.38083E+02   1.12741E+03   3.88724E-03   1.18872E+03   7.95931E-03   1.85828E+02   8.76584E-02   1.85828E-15   3.45319E-10   6.93542E-16
 1.21486E-06  -3.70221E+04   4.38603E+02   1.12746E+03   3.88701E-03   1.18873E+03   7.95955E-03   1.85719E+02   8.76725E-02   1.85719E-15   3.44917E-10   6.93570E-16
 1.21494E-06  -3.70441E+04   4.39124E+02   1.12750E+03   3.88678E-03   1.18874E+03   7.95979E-03   1.85611E+02   8.76867E-02   1.85611E-15   3.44515E-10   6.93598E-16
 1.21501E-06  -3.70660E+04   4.39645E+02   1.12755E+03   3.88654E-03   1.18875E+03   7.96003E-03   1.85503E+02   8.77008E-02   1.85503E-15   3.44113E-10   6.93626E-16
 1.21509E-06  -3.70880E+04   4.40166E+02   1.12760E+03   3.88631E-03   1.18875E+03   7.96026E-03   1.85394E+02   8.77150E-02   1.85394E-15   3.43711E-10   6.93650E-16
 1.21516E-06  -3.71100E+04   4.40688E+02   1.12764E+03   3.88608E-03   1.18876E+03   7.96050E-03   1.85286E+02   8.77291E-02   1.85286E-15   3.43309E-10   6.93674E-16
 1.21524E-06  -3.71319E+04   4.41210E+02   1.12769E+03   3.88585E-03   1.18877E+03   7.96074E-03   1.85178E+02   8.77433E-02   1.85178E-15   3.42908E-10   6.93698E-16
 1.21532E-06  -3.71539E+04   4.41732E+02   1.12773E+03   3.88562E-03   1.18878E+03   7.96098E-03   1.85069E+02   8.77575E-02   1.85069E-15   3.42506E-10   6.93723E-16
 1.21539E-06  -3.71759E+04   4.42255E+02   1.12778E+03   3.88539E-03   1.18879E+03   7.96121E-03   1.84961E+02   8.77716E-02   1.84961E-15   3.42104E-10   6.93747E-16
 1.21547E-06  -3.71978E+04   4.42777E+02   1.12783E+03   3.88515E-03   1.18880E+03   7.96145E-03   1.84852E+02   8.77858E-02   1.84852E-15   3.41702E-10   6.93771E-16
 1.21554E-06  -3.72198E+04   4.43300E+02   1.12787E+03   3.88492E-03   1.18881E+03   7.96169E-03   1.84743E+02   8.77999E-02   1.84743E-15   3.41301E-10   6.93795E-16
 1.21562E-06  -3.72418E+04   4.43824E+02   1.12792E+03   3.88469E-03   1.18882E+03   7.96193E-03   1.84634E+02   8.78141E-02   1.84634E-15   3.40898E-10   6.93819E-16
 1.21570E-06  -3.72637E+04   4.44347E+02   1.12797E+03   3.88446E-03   1.18883E+03   7.96216E-03   1.84525E+02   8.78282E-02   1.84525E-15   3.40496E-10   6.93843E-16
 1.21577E-06  -3.72857E+04   4.44871E+02   1.12801E+03   3.88423E-03   1.18884E+03   7.96240E-03   1.84416E+02   8.78424E-02   1.84416E-15   3.40094E-10   6.93867E-16
 1.21585E-06  -3.73077E+04   4.45396E+02   1.12806E+03   3.88399E-03   1.18885E+03   7.96264E-03   1.84307E+02   8.78565E-02   1.84307E-15   3.39692E-10   6.93892E-16
 1.21592E-06  -3.73295E+04   4.45917E+02   1.12811E+03   3.88376E-03   1.18886E+03   7.96288E-03   1.84198E+02   8.78707E-02   1.84198E-15   3.39289E-10   6.93916E-16
 1.21600E-06  -3.73513E+04   4.46438E+02   1.12815E+03   3.88353E-03   1.18887E+03   7.96311E-03   1.84089E+02   8.78849E-02   1.84089E-15   3.38887E-10   6.93940E-16
 1.21608E-06  -3.73732E+04   4.46961E+02   1.12820E+03   3.88330E-03   1.18888E+03   7.96335E-03   1.83980E+02   8.78990E-02   1.83980E-15   3.38485E-10   6.93964E-16
 1.21615E-06  -3.73950E+04   4.47483E+02   1.12825E+03   3.88307E-03   1.18888E+03   7.96359E-03   1.83870E+02   8.79132E-02   1.83870E-15   3.38083E-10   6.93988E-16
 1.21623E-06  -3.74168E+04   4.48004E+02   1.12828E+03   3.88284E-03   1.18889E+03   7.96383E-03   1.83761E+02   8.79273E-02   1.83761E-15   3.37682E-10   6.94012E-16
 1.21630E-06  -3.74385E+04   4.48526E+02   1.12832E+03   3.88261E-03   1.18890E+03   7.96406E-03   1.83652E+02   8.79415E-02   1.83652E-15   3.37280E-10   6.94036E-16
 1.21638E-06  -3.74603E+04   4.49048E+02   1.12836E+03   3.88237E-03   1.18891E+03   7.96430E-03   1.83542E+02   8.79556E-02   1.83542E-15   3.36878E-10   6.94061E-16
 1.21646E-06  -3.74821E+04   4.49571E+02   1.12839E+03   3.88214E-03   1.18892E+03   7.96454E-03   1.83433E+02   8.79698E-02   1.83433E-15   3.36476E-10   6.94085E-16
 1.21653E-06  -3.75039E+04   4.50094E+02   1.12843E+03   3.88191E-03   1.18893E+03   7.96478E-03   1.83323E+02   8.79840E-02   1.83323E-15   3.36075E-10   6.94109E-16
 1.21661E-06  -3.75257E+04   4.50617E+02   1.12847E+03   3.88168E-03   1.18894E+03   7.96501E-03   1.83214E+02   8.79981E-02   1.83214E-15   3.35673E-10   6.94133E-16
 1.21668E-06  -3.75475E+04   4.51141E+02   1.12851E+03   3.88145E-03   1.18895E+03   7.96525E-03   1.83104E+02   8.80123E-02   1.83104E-15   3.35272E-10   6.94157E-16
 1.21676E-06  -3.75693E+04   4.51664E+02   1.12854E+03   3.88122E-03   1.18896E+03   7.96549E-03   1.82995E+02   8.80264E-02   1.82995E-15   3.34870E-10   6.94181E-16
 1.21684E-06  -3.75911E+04   4.52188E+02   1.12858E+03   3.88099E-03   1.18897E+03   7.96573E-03   1.82885E+02   8.80406E-02   1.82885E-15   3.34468E-10   6.94205E-16
 1.21691E-06  -3.76129E+04   4.52713E+02   1.12862E+03   3.88076E-03   1.18898E+03   7.96596E-03   1.82775E+02   8.80547E-02   1.82775E-15   3.34067E-10   6.94230E-16
 1.21699E-06  -3.76346E+04   4.53236E+02   1.12865E+03   3.88052E-03   1.18899E+03   7.96620E-03   1.82665E+02   8.80689E-02   1.82665E-15   3.33665E-10   6.94254E-16
 1.21706E-06  -3.76563E+04   4.53759E+02   1.12869E+03   3.88029E-03   1.18900E+03   7.96644E-03   1.82555E+02   8.80830E-02   1.82555E-15   3.33263E-10   6.94278E-16
 1.21714E-06  -3.76780E+04   4.54282E+02   1.12873E+03   3.88006E-03   1.18901E+03   7.96667E-03   1.82445E+02   8.80967E-02   1.82445E-15   3.32860E-10   6.94302E-16
 1.21722E-06  -3.76997E+04   4.54806E+02   1.12877E+03   3.87983E-03   1.18901E+03   7.96691E-03   1.82334E+02   8.81103E-02   1.82334E-15   3.32458E-10   6.94326E-16
 1.21729E-06  -3.77213E+04   4.55328E+02   1.12880E+03   3.87960E-03   1.18902E+03   7.96715E-03   1.82224E+02   8.81239E-02   1.82224E-15   3.32056E-10   6.94350E-16
 1.21737E-06  -3.77429E+04   4.55848E+02   1.12884E+03   3.87937E-03   1.18903E+03   7.96739E-03   1.82114E+02   8.81375E-02   1.82114E-15   3.31654E-10   6.94374E-16
 1.21744E-06  -3.77644E+04   4.56368E+02   1.12888E+03   3.87914E-03   1.18904E+03   7.96762E-03   1.82003E+02   8.81511E-02   1.82003E-15   3.31252E-10   6.94399E-16
 1.21752E-06  -3.77859E+04   4.56888E+02   1.12891E+03   3.87891E-03   1.18905E+03   7.96786E-03   1.81893E+02   8.81647E-02   1.81893E-15   3.30851E-10   6.94423E-16
 1.21760E-06  -3.78074E+04   4.57409E+02   1.12895E+03   3.87867E-03   1.18906E+03   7.96810E-03   1.81783E+02   8.81782E-02   1.81783E-15   3.30449E-10   6.94447E-16
 1.21767E-06  -3.78290E+04   4.57930E+02   1.12899E+03   3.87844E-03   1.18907E+03   7.96834E-03   1.81672E+02   8.81918E-02   1.81672E-15   3.30048E-10   6.94471E-16
 1.21775E-06  -3.78505E+04   4.58451E+02   1.12903E+03   3.87821E-03   1.18908E+03   7.96857E-03   1.81562E+02   8.82054E-02   1.81562E-15   3.29647E-10   6.94495E-16
 1.21782E-06  -3.78720E+04   4.58972E+02   1.12906E+03   3.87798E-03   1.18909E+03   7.96881E-03   1.81451E+02   8.82190E-02   1.81451E-15   3.29246E-10   6.94519E-16
 1.21790E-06  -3.78935E+04   4.59494E+02   1.12910E+03   3.87775E-03   1.18910E+03   7.96905E-03   1.81341E+02   8.82326E-02   1.81341E-15   3.28845E-10   6.94543E-16
 1.21798E-06  -3.79150E+04   4.60016E+02   1.12914E+03   3.87752E-03   1.18911E+03   7.96928E-03   1.81230E+02   8.82462E-02   1.81230E-15   3.28444E-10   6.94568E-16
 1.21805E-06  -3.79366E+04   4.60539E+02   1.12917E+03   3.87729E-03   1.18912E+03   7.96952E-03   1.81120E+02   8.82598E-02   1.81120E-15   3.28044E-10   6.94592E-16
 1.21813E-06  -3.79581E+04   4.61061E+02   1.12921E+03   3.87706E-03   1.18913E+03   7.96976E-03   1.81009E+02   8.82734E-02   1.81009E-15   3.27644E-10   6.94616E-16
 1.21820E-06  -3.79796E+04   4.61584E+02   1.12925E+03   3.87683E-03   1.18914E+03   7.97000E-03   1.80899E+02   8.82870E-02   1.80899E-15   3.27244E-10   6.94640E-16
 1.21828E-06  -3.80011E+04   4.62107E+02   1.12929E+03   3.87660E-03   1.18914E+03   7.97023E-03   1.80788E+02   8.83006E-02   1.80788E-15   3.26843E-10   6.94664E-16
 1.21836E-06  -3.80226E+04   4.62631E+02   1.12932E+03   3.87637E-03   1.18915E+03   7.97047E-03   1.80677E+02   8.83141E-02   1.80677E-15   3.26443E-10   6.94688E-16
 1.21843E-06  -3.80442E+04   4.63154E+02   1.12936E+03   3.87614E-03   1.18916E+03   7.97071E-03   1.80567E+02   8.83277E-02   1.80567E-15   3.26044E-10   6.94712E-16
 1.21851E-06  -3.80656E+04   4.63677E+02   1.12940E+03   3.87591E-03   1.18917E+03   7.97094E-03   1.80456E+02   8.83413E-02   1.80456E-15   3.25644E-10   6.94737E-16
 1.21858E-06  -3.80871E+04   4.64200E+02   1.12943E+03   3.87567E-03   1.18918E+03   7.97118E-03   1.80345E+02   8.83549E-02   1.80345E-15   3.25244E-10   6.94761E-16
 1.21866E-06  -3.81084E+04   4.64721E+02   1.12947E+03   3.87544E-03   1.18919E+03   7.97142E-03   1.80234E+02   8.83685E-02   1.80234E-15   3.24844E-10   6.94785E-16
 1.21874E-06  -3.81298E+04   4.65243E+02   1.12951E+03   3.87521E-03   1.18920E+03   7.97166E-03   1.80124E+02   8.83821E-02   1.80124E-15   3.24445E-10   6.94809E-16
 1.21881E-06  -3.81512E+04   4.65764E+02   1.12954E+03   3.87498E-03   1.18921E+03   7.97189E-03   1.80013E+02   8.83957E-02   1.80013E-15   3.24045E-10   6.94833E-16
 1.21889E-06  -3.81726E+04   4.66287E+02   1.12958E+03   3.87475E-03   1.18922E+03   7.97213E-03   1.79901E+02   8.84093E-02   1.79901E-15   3.23645E-10   6.94857E-16
 1.21896E-06  -3.81939E+04   4.66809E+02   1.12962E+03   3.87452E-03   1.18923E+03   7.97237E-03   1.79790E+02   8.84229E-02   1.79790E-15   3.23245E-10   6.94881E-16
 1.21904E-06  -3.82153E+04   4.67332E+02   1.12966E+03   3.87429E-03   1.18924E+03   7.97261E-03   1.79679E+02   8.84365E-02   1.79679E-15   3.22845E-10   6.94906E-16
 1.21912E-06  -3.82367E+04   4.67854E+02   1.12969E+03   3.87406E-03   1.18925E+03   7.97284E-03   1.79568E+02   8.84500E-02   1.79568E-15   3.22445E-10   6.94930E-16
 1.21919E-06  -3.82581E+04   4.68378E+02   1.12973E+03   3.87383E-03   1.18926E+03   7.97308E-03   1.79456E+02   8.84636E-02   1.79456E-15   3.22045E-10   6.94954E-16
 1.21927E-06  -3.82794E+04   4.68901E+02   1.12977E+03   3.87360E-03   1.18926E+03   7.97332E-03   1.79345E+02   8.84772E-02   1.79345E-15   3.21645E-10   6.94978E-16
 1.21934E-06  -3.83008E+04   4.69425E+02   1.12980E+03   3.87337E-03   1.18927E+03   7.97355E-03   1.79233E+02   8.84908E-02   1.79233E-15   3.21245E-10   6.95002E-16
 1.21942E-06  -3.83222E+04   4.69949E+02   1.12984E+03   3.87314E-03   1.18928E+03   7.97379E-03   1.79122E+02   8.85044E-02   1.79122E-15   3.20846E-10   6.95026E-16
 1.21950E-06  -3.83435E+04   4.70473E+02   1.12988E+03   3.87291E-03   1.18929E+03   7.97403E-03   1.79010E+02   8.85180E-02   1.79010E-15   3.20446E-10   6.95050E-16
 1.21957E-06  -3.83649E+04   4.70996E+02   1.12992E+03   3.87268E-03   1.18930E+03   7.97426E-03   1.78898E+02   8.85316E-02   1.78898E-15   3.20046E-10   6.95074E-16
 1.21965E-06  -3.83862E+04   4.71520E+02   1.12995E+03   3.87245E-03   1.18931E+03   7.97450E-03   1.78787E+02   8.85452E-02   1.78787E-15   3.19647E-10   6.95099E-16
 1.21972E-06  -3.84075E+04   4.72045E+02   1.12999E+03   3.87222E-03   1.18932E+03   7.97474E-03   1.78675E+02   8.85588E-02   1.78675E-15   3.19248E-10   6.95123E-16
 1.21980E-06  -3.84289E+04   4.72569E+02   1.13003E+03   3.87199E-03   1.18933E+03   7.97498E-03   1.78564E+02   8.85724E-02   1.78564E-15   3.18849E-10   6.95147E-16
 1.21988E-06  -3.84502E+04   4.73094E+02   1.13006E+03   3.87176E-03   1.18934E+03   7.97521E-03   1.78452E+02   8.85859E-02   1.78452E-15   3.18451E-10   6.95171E-16
 1.21995E-06  -3.84715E+04   4.73619E+02   1.13010E+03   3.87153E-03   1.18935E+03   7.97545E-03   1.78340E+02   8.85995E-02   1.78340E-15   3.18052E-10   6.95195E-16
 1.22003E-06  -3.84929E+04   4.74145E+02   1.13014E+03   3.87130E-03   1.18936E+03   7.97569E-03   1.78229E+02   8.86131E-02   1.78229E-15   3.17654E-10   6.95219E-16
 1.22010E-06  -3.85141E+04   4.74667E+02   1.13018E+03   3.87107E-03   1.18937E+03   7.97592E-03   1.78117E+02   8.86267E-02   1.78117E-15   3.17257E-10   6.95243E-16
 1.22018E-06  -3.85352E+04   4.75187E+02   1.13021E+03   3.87084E-03   1.18938E+03   7.97616E-03   1.78005E+02   8.86403E-02   1.78005E-15   3.16859E-10   6.95268E-16
 1.22026E-06  -3.85562E+04   4.75706E+02   1.13025E+03   3.87061E-03   1.18939E+03   7.97640E-03   1.77893E+02   8.86539E-02   1.77893E-15   3.16460E-10   6.95292E-16
 1.22033E-06  -3.85773E+04   4.76226E+02   1.13029E+03   3.87038E-03   1.18939E+03   7.97663E-03   1.77781E+02   8.86675E-02   1.77781E-15   3.16061E-10   6.95316E-16
 1.22041E-06  -3.85983E+04   4.76746E+02   1.13032E+03   3.87015E-03   1.18940E+03   7.97687E-03   1.77669E+02   8.86811E-02   1.77669E-15   3.15661E-10   6.95340E-16
 1.22048E-06  -3.86194E+04   4.77267E+02   1.13036E+03   3.86992E-03   1.18941E+03   7.97711E-03   1.77556E+02   8.86947E-02   1.77556E-15   3.15261E-10   6.95364E-16
 1.22056E-06  -3.86405E+04   4.77787E+02   1.13040E+03   3.86969E-03   1.18942E+03   7.97735E-03   1.77443E+02   8.87083E-02   1.77443E-15   3.14861E-10   6.95388E-16
 1.22064E-06  -3.86615E+04   4.78308E+02   1.13044E+03   3.86946E-03   1.18943E+03   7.97758E-03   1.77331E+02   8.87218E-02   1.77331E-15   3.14461E-10   6.95412E-16
 1.22071E-06  -3.86825E+04   4.78827E+02   1.13047E+03   3.86923E-03   1.18944E+03   7.97782E-03   1.77218E+02   8.87354E-02   1.77218E-15   3.14061E-10   6.95437E-16
 1.22079E-06  -3.87035E+04   4.79347E+02   1.13051E+03   3.86900E-03   1.18945E+03   7.97806E-03   1.77105E+02   8.87490E-02   1.77105E-15   3.13662E-10   6.95461E-16
 1.22086E-06  -3.87244E+04   4.79866E+02   1.13055E+03   3.86877E-03   1.18946E+03   7.97829E-03   1.76992E+02   8.87626E-02   1.76992E-15   3.13263E-10   6.95485E-16
 1.22094E-06  -3.87454E+04   4.80385E+02   1.13058E+03   3.86854E-03   1.18947E+03   7.97853E-03   1.76879E+02   8.87762E-02   1.76879E-15   3.12864E-10   6.95509E-16
 1.22102E-06  -3.87663E+04   4.80905E+02   1.13062E+03   3.86831E-03   1.18948E+03   7.97877E-03   1.76767E+02   8.87898E-02   1.76767E-15   3.12465E-10   6.95533E-16
 1.22109E-06  -3.87873E+04   4.81425E+02   1.13066E+03   3.86808E-03   1.18949E+03   7.97900E-03   1.76654E+02   8.88034E-02   1.76654E-15   3.12066E-10   6.95557E-16
 1.22117E-06  -3.88082E+04   4.81945E+02   1.13070E+03   3.86785E-03   1.18950E+03   7.97924E-03   1.76541E+02   8.88170E-02   1.76541E-15   3.11668E-10   6.95581E-16
 1.22124E-06  -3.88292E+04   4.82466E+02   1.13073E+03   3.86762E-03   1.18951E+03   7.97948E-03   1.76428E+02   8.88306E-02   1.76428E-15   3.11269E-10   6.95606E-16
 1.22132E-06  -3.88501E+04   4.82987E+02   1.13077E+03   3.86739E-03   1.18952E+03   7.97972E-03   1.76315E+02   8.88442E-02   1.76315E-15   3.10872E-10   6.95630E-16
