Time (s)   V_brick                  E_brick                  E_ESR                    R_switch (½)             E_switch (J)             Radius_switch (m)        I_brick (kV)             Q_brick                  V_out                    P_out                    E_out                    
 1.08675E-08   9.99843E+04   3.19900E+03   1.07507E-03   1.18074E+01   1.43896E+00   1.44417E-04   5.75027E+00   1.91133E-05   5.75027E-17   3.30656E-13   6.61581E-22
 1.09435E-08   9.99836E+04   3.19895E+03   1.11652E-03   1.16008E+01   1.46881E+00   1.45697E-04   5.83585E+00   1.95536E-05   5.83585E-17   3.40572E-13   6.87092E-22
 1.10195E-08   9.99828E+04   3.19890E+03   1.15922E-03   1.13994E+01   1.49902E+00   1.46979E-04   5.92195E+00   2.00005E-05   5.92195E-17   3.50695E-13   7.13364E-22
 1.10955E-08   9.99820E+04   3.19885E+03   1.20317E-03   1.12030E+01   1.52958E+00   1.48261E-04   6.00856E+00   2.04539E-05   6.00856E-17   3.61028E-13   7.40413E-22
 1.11715E-08   9.99813E+04   3.19880E+03   1.24842E-03   1.10115E+01   1.56050E+00   1.49545E-04   6.09567E+00   2.09139E-05   6.09567E-17   3.71572E-13   7.68256E-22
 1.12475E-08   9.99805E+04   3.19875E+03   1.29498E-03   1.08246E+01   1.59178E+00   1.50831E-04   6.18330E+00   2.13805E-05   6.18330E-17   3.82332E-13   7.96908E-22
 1.13235E-08   9.99798E+04   3.19870E+03   1.34288E-03   1.06423E+01   1.62341E+00   1.52117E-04   6.27142E+00   2.18538E-05   6.27142E-17   3.93307E-13   8.26386E-22
 1.13995E-08   9.99790E+04   3.19866E+03   1.39215E-03   1.04644E+01   1.65540E+00   1.53405E-04   6.36004E+00   2.23339E-05   6.36004E-17   4.04501E-13   8.56707E-22
 1.14755E-08   9.99782E+04   3.19861E+03   1.44282E-03   1.02908E+01   1.68776E+00   1.54693E-04   6.44915E+00   2.28207E-05   6.44915E-17   4.15916E-13   8.87888E-22
 1.15515E-08   9.99774E+04   3.19856E+03   1.49491E-03   1.01213E+01   1.72047E+00   1.55983E-04   6.53875E+00   2.33143E-05   6.53875E-17   4.27553E-13   9.19945E-22
 1.16275E-08   9.99766E+04   3.19850E+03   1.54845E-03   9.95581E+00   1.75354E+00   1.57274E-04   6.62885E+00   2.38147E-05   6.62885E-17   4.39417E-13   9.52894E-22
 1.17035E-08   9.99758E+04   3.19845E+03   1.60347E-03   9.79421E+00   1.78697E+00   1.58567E-04   6.71944E+00   2.43219E-05   6.71944E-17   4.51508E-13   9.86754E-22
 1.17795E-08   9.99750E+04   3.19840E+03   1.66000E-03   9.63638E+00   1.82076E+00   1.59860E-04   6.81050E+00   2.48361E-05   6.81050E-17   4.63829E-13   1.02154E-21
 1.18555E-08   9.99742E+04   3.19835E+03   1.71807E-03   9.48221E+00   1.85491E+00   1.61154E-04   6.90205E+00   2.53572E-05   6.90205E-17   4.76383E-13   1.05727E-21
 1.19315E-08   9.99733E+04   3.19829E+03   1.77770E-03   9.33158E+00   1.88942E+00   1.62450E-04   6.99407E+00   2.58853E-05   6.99407E-17   4.89170E-13   1.09397E-21
 1.20075E-08   9.99725E+04   3.19824E+03   1.83892E-03   9.18439E+00   1.92430E+00   1.63746E-04   7.08656E+00   2.64204E-05   7.08656E-17   5.02194E-13   1.13165E-21
 1.20835E-08   9.99716E+04   3.19818E+03   1.90177E-03   9.04055E+00   1.95954E+00   1.65044E-04   7.17953E+00   2.69626E-05   7.17953E-17   5.15457E-13   1.17032E-21
 1.21595E-08   9.99707E+04   3.19813E+03   1.96627E-03   8.89995E+00   1.99514E+00   1.66342E-04   7.27297E+00   2.75118E-05   7.27297E-17   5.28961E-13   1.21002E-21
 1.22355E-08   9.99698E+04   3.19807E+03   2.03246E-03   8.76251E+00   2.03110E+00   1.67642E-04   7.36687E+00   2.80682E-05   7.36687E-17   5.42708E-13   1.25075E-21
 1.23115E-08   9.99689E+04   3.19801E+03   2.10036E-03   8.62811E+00   2.06742E+00   1.68942E-04   7.46124E+00   2.86317E-05   7.46124E-17   5.56701E-13   1.29253E-21
 1.23875E-08   9.99680E+04   3.19795E+03   2.17000E-03   8.49669E+00   2.10411E+00   1.70244E-04   7.55607E+00   2.92024E-05   7.55607E-17   5.70941E-13   1.33538E-21
 1.24635E-08   9.99670E+04   3.19789E+03   2.24141E-03   8.36816E+00   2.14117E+00   1.71546E-04   7.65136E+00   2.97803E-05   7.65136E-17   5.85432E-13   1.37933E-21
 1.25395E-08   9.99660E+04   3.19783E+03   2.31463E-03   8.24243E+00   2.17858E+00   1.72850E-04   7.74710E+00   3.03655E-05   7.74710E-17   6.00176E-13   1.42439E-21
 1.26155E-08   9.99651E+04   3.19776E+03   2.38969E-03   8.11943E+00   2.21636E+00   1.74154E-04   7.84330E+00   3.09580E-05   7.84330E-17   6.15174E-13   1.47058E-21
 1.26915E-08   9.99641E+04   3.19770E+03   2.46662E-03   7.99908E+00   2.25451E+00   1.75459E-04   7.93995E+00   3.15578E-05   7.93995E-17   6.30428E-13   1.51792E-21
 1.27675E-08   9.99630E+04   3.19763E+03   2.54544E-03   7.88130E+00   2.29302E+00   1.76765E-04   8.03704E+00   3.21650E-05   8.03704E-17   6.45940E-13   1.56643E-21
 1.28435E-08   9.99620E+04   3.19757E+03   2.62620E-03   7.76603E+00   2.33190E+00   1.78072E-04   8.13459E+00   3.27795E-05   8.13459E-17   6.61715E-13   1.61612E-21
 1.29195E-08   9.99609E+04   3.19750E+03   2.70892E-03   7.65320E+00   2.37114E+00   1.79380E-04   8.23257E+00   3.34015E-05   8.23257E-17   6.77752E-13   1.66703E-21
 1.29955E-08   9.99598E+04   3.19743E+03   2.79364E-03   7.54273E+00   2.41074E+00   1.80689E-04   8.33099E+00   3.40310E-05   8.33099E-17   6.94054E-13   1.71917E-21
 1.30715E-08   9.99588E+04   3.19736E+03   2.88039E-03   7.43457E+00   2.45071E+00   1.81999E-04   8.42985E+00   3.46680E-05   8.42985E-17   7.10624E-13   1.77255E-21
 1.31475E-08   9.99577E+04   3.19729E+03   2.96920E-03   7.32866E+00   2.49105E+00   1.83309E-04   8.52914E+00   3.53125E-05   8.52914E-17   7.27463E-13   1.82720E-21
 1.32235E-08   9.99567E+04   3.19723E+03   3.06011E-03   7.22493E+00   2.53175E+00   1.84620E-04   8.62887E+00   3.59645E-05   8.62887E-17   7.44574E-13   1.88315E-21
 1.32995E-08   9.99556E+04   3.19716E+03   3.15315E-03   7.12332E+00   2.57282E+00   1.85932E-04   8.72903E+00   3.66242E-05   8.72903E-17   7.61959E-13   1.94040E-21
 1.33755E-08   9.99545E+04   3.19709E+03   3.24835E-03   7.02378E+00   2.61426E+00   1.87245E-04   8.82961E+00   3.72914E-05   8.82961E-17   7.79620E-13   1.99899E-21
 1.34515E-08   9.99535E+04   3.19702E+03   3.34576E-03   6.92626E+00   2.65606E+00   1.88559E-04   8.93062E+00   3.79664E-05   8.93062E-17   7.97560E-13   2.05893E-21
 1.35275E-08   9.99524E+04   3.19695E+03   3.44539E-03   6.83069E+00   2.69823E+00   1.89873E-04   9.03205E+00   3.86490E-05   9.03205E-17   8.15780E-13   2.12024E-21
 1.36035E-08   9.99513E+04   3.19689E+03   3.54729E-03   6.73704E+00   2.74077E+00   1.91188E-04   9.13390E+00   3.93394E-05   9.13390E-17   8.34281E-13   2.18295E-21
 1.36795E-08   9.99503E+04   3.19682E+03   3.65150E-03   6.64525E+00   2.78367E+00   1.92504E-04   9.23617E+00   4.00375E-05   9.23617E-17   8.53069E-13   2.24708E-21
 1.37555E-08   9.99492E+04   3.19675E+03   3.75804E-03   6.55528E+00   2.82694E+00   1.93821E-04   9.33886E+00   4.07434E-05   9.33886E-17   8.72143E-13   2.31265E-21
 1.38315E-08   9.99481E+04   3.19668E+03   3.86696E-03   6.46707E+00   2.87057E+00   1.95138E-04   9.44195E+00   4.14571E-05   9.44195E-17   8.91505E-13   2.37967E-21
 1.39075E-08   9.99471E+04   3.19661E+03   3.97829E-03   6.38059E+00   2.91458E+00   1.96456E-04   9.54547E+00   4.21786E-05   9.54546E-17   9.11159E-13   2.44818E-21
 1.39835E-08   9.99460E+04   3.19655E+03   4.09206E-03   6.29578E+00   2.95895E+00   1.97775E-04   9.64938E+00   4.29081E-05   9.64938E-17   9.31104E-13   2.51820E-21
 1.40595E-08   9.99450E+04   3.19648E+03   4.20832E-03   6.21261E+00   3.00369E+00   1.99095E-04   9.75370E+00   4.36455E-05   9.75369E-17   9.51346E-13   2.58974E-21
 1.41355E-08   9.99439E+04   3.19641E+03   4.32709E-03   6.13104E+00   3.04879E+00   2.00415E-04   9.85842E+00   4.43908E-05   9.85842E-17   9.71883E-13   2.66283E-21
 1.42115E-08   9.99428E+04   3.19634E+03   4.44842E-03   6.05102E+00   3.09426E+00   2.01735E-04   9.96354E+00   4.51441E-05   9.96354E-17   9.92721E-13   2.73749E-21
 1.42875E-08   9.99418E+04   3.19627E+03   4.57234E-03   5.97252E+00   3.14010E+00   2.03057E-04   1.00691E+01   4.59053E-05   1.00691E-16   1.01386E-12   2.81375E-21
 1.43635E-08   9.99407E+04   3.19620E+03   4.69889E-03   5.89550E+00   3.18631E+00   2.04379E-04   1.01750E+01   4.66747E-05   1.01750E-16   1.03530E-12   2.89163E-21
 1.44395E-08   9.99396E+04   3.19613E+03   4.82812E-03   5.81992E+00   3.23288E+00   2.05702E-04   1.02813E+01   4.74521E-05   1.02813E-16   1.05705E-12   2.97115E-21
 1.45155E-08   9.99385E+04   3.19606E+03   4.96004E-03   5.74576E+00   3.27983E+00   2.07025E-04   1.03880E+01   4.82375E-05   1.03880E-16   1.07911E-12   3.05233E-21
 1.45915E-08   9.99373E+04   3.19599E+03   5.09471E-03   5.67297E+00   3.32713E+00   2.08349E-04   1.04951E+01   4.90312E-05   1.04951E-16   1.10147E-12   3.13520E-21
 1.46675E-08   9.99362E+04   3.19592E+03   5.23215E-03   5.60152E+00   3.37481E+00   2.09673E-04   1.06026E+01   4.98329E-05   1.06026E-16   1.12415E-12   3.21978E-21
 1.47435E-08   9.99350E+04   3.19584E+03   5.37242E-03   5.53138E+00   3.42285E+00   2.10999E-04   1.07105E+01   5.06429E-05   1.07105E-16   1.14714E-12   3.30610E-21
 1.48195E-08   9.99338E+04   3.19577E+03   5.51555E-03   5.46252E+00   3.47126E+00   2.12324E-04   1.08187E+01   5.14610E-05   1.08187E-16   1.17045E-12   3.39418E-21
 1.48955E-08   9.99326E+04   3.19569E+03   5.66157E-03   5.39491E+00   3.52004E+00   2.13651E-04   1.09273E+01   5.22874E-05   1.09273E-16   1.19407E-12   3.48404E-21
 1.49715E-08   9.99315E+04   3.19561E+03   5.81053E-03   5.32852E+00   3.56918E+00   2.14978E-04   1.10364E+01   5.31221E-05   1.10364E-16   1.21801E-12   3.57571E-21
 1.50475E-08   9.99303E+04   3.19554E+03   5.96247E-03   5.26332E+00   3.61870E+00   2.16305E-04   1.11458E+01   5.39651E-05   1.11458E-16   1.24228E-12   3.66921E-21
 1.51235E-08   9.99291E+04   3.19546E+03   6.11743E-03   5.19928E+00   3.66858E+00   2.17633E-04   1.12555E+01   5.48164E-05   1.12555E-16   1.26687E-12   3.76457E-21
 1.51995E-08   9.99279E+04   3.19539E+03   6.27544E-03   5.13638E+00   3.71882E+00   2.18961E-04   1.13657E+01   5.56760E-05   1.13657E-16   1.29178E-12   3.86181E-21
 1.52755E-08   9.99267E+04   3.19531E+03   6.43655E-03   5.07459E+00   3.76943E+00   2.20291E-04   1.14762E+01   5.65441E-05   1.14762E-16   1.31703E-12   3.96095E-21
 1.53515E-08   9.99255E+04   3.19523E+03   6.60080E-03   5.01389E+00   3.82041E+00   2.21620E-04   1.15871E+01   5.74205E-05   1.15871E-16   1.34260E-12   4.06203E-21
 1.54275E-08   9.99243E+04   3.19516E+03   6.76823E-03   4.95424E+00   3.87176E+00   2.22950E-04   1.16983E+01   5.83054E-05   1.16983E-16   1.36850E-12   4.16506E-21
 1.55035E-08   9.99231E+04   3.19508E+03   6.93888E-03   4.89563E+00   3.92347E+00   2.24281E-04   1.18099E+01   5.91988E-05   1.18099E-16   1.39474E-12   4.27008E-21
 1.55795E-08   9.99220E+04   3.19501E+03   7.11279E-03   4.83803E+00   3.97555E+00   2.25612E-04   1.19219E+01   6.01007E-05   1.19219E-16   1.42131E-12   4.37710E-21
 1.56555E-08   9.99208E+04   3.19493E+03   7.29000E-03   4.78143E+00   4.02800E+00   2.26943E-04   1.20342E+01   6.10110E-05   1.20342E-16   1.44822E-12   4.48615E-21
 1.57315E-08   9.99196E+04   3.19485E+03   7.47056E-03   4.72579E+00   4.08081E+00   2.28275E-04   1.21469E+01   6.19300E-05   1.21469E-16   1.47547E-12   4.59726E-21
 1.58075E-08   9.99184E+04   3.19478E+03   7.65450E-03   4.67109E+00   4.13399E+00   2.29608E-04   1.22600E+01   6.28575E-05   1.22600E-16   1.50306E-12   4.71046E-21
 1.58835E-08   9.99168E+04   3.19468E+03   7.84187E-03   4.61733E+00   4.18753E+00   2.30941E-04   1.23733E+01   6.37936E-05   1.23733E-16   1.53100E-12   4.82577E-21
 1.59595E-08   9.99150E+04   3.19456E+03   8.03271E-03   4.56446E+00   4.24144E+00   2.32275E-04   1.24871E+01   6.47384E-05   1.24871E-16   1.55928E-12   4.94321E-21
 1.60355E-08   9.99132E+04   3.19445E+03   8.22707E-03   4.51249E+00   4.29572E+00   2.33608E-04   1.26012E+01   6.56918E-05   1.26012E-16   1.58790E-12   5.06281E-21
 1.61115E-08   9.99115E+04   3.19434E+03   8.42499E-03   4.46137E+00   4.35036E+00   2.34943E-04   1.27156E+01   6.66539E-05   1.27156E-16   1.61688E-12   5.18461E-21
 1.61875E-08   9.99097E+04   3.19422E+03   8.62650E-03   4.41111E+00   4.40537E+00   2.36278E-04   1.28304E+01   6.76247E-05   1.28304E-16   1.64620E-12   5.30862E-21
 1.62635E-08   9.99079E+04   3.19411E+03   8.83166E-03   4.36167E+00   4.46074E+00   2.37613E-04   1.29456E+01   6.86042E-05   1.29456E-16   1.67588E-12   5.43487E-21
 1.63395E-08   9.99061E+04   3.19399E+03   9.04051E-03   4.31305E+00   4.51648E+00   2.38948E-04   1.30611E+01   6.95925E-05   1.30611E-16   1.70591E-12   5.56339E-21
 1.64155E-08   9.99043E+04   3.19388E+03   9.25309E-03   4.26522E+00   4.57258E+00   2.40284E-04   1.31769E+01   7.05896E-05   1.31769E-16   1.73630E-12   5.69421E-21
 1.64915E-08   9.99026E+04   3.19377E+03   9.46944E-03   4.21817E+00   4.62905E+00   2.41621E-04   1.32930E+01   7.15955E-05   1.32930E-16   1.76705E-12   5.82735E-21
 1.65675E-08   9.99008E+04   3.19365E+03   9.68961E-03   4.17187E+00   4.68588E+00   2.42958E-04   1.34095E+01   7.26103E-05   1.34095E-16   1.79816E-12   5.96284E-21
 1.66435E-08   9.98990E+04   3.19354E+03   9.91365E-03   4.12633E+00   4.74308E+00   2.44295E-04   1.35264E+01   7.36339E-05   1.35264E-16   1.82962E-12   6.10071E-21
 1.67195E-08   9.98972E+04   3.19343E+03   1.01416E-02   4.08151E+00   4.80064E+00   2.45633E-04   1.36435E+01   7.46664E-05   1.36435E-16   1.86146E-12   6.24098E-21
 1.67955E-08   9.98954E+04   3.19331E+03   1.03735E-02   4.03740E+00   4.85857E+00   2.46971E-04   1.37610E+01   7.57079E-05   1.37610E-16   1.89365E-12   6.38369E-21
 1.68715E-08   9.98937E+04   3.19320E+03   1.06094E-02   3.99399E+00   4.91686E+00   2.48309E-04   1.38788E+01   7.67582E-05   1.38788E-16   1.92622E-12   6.52886E-21
 1.69475E-08   9.98919E+04   3.19308E+03   1.08493E-02   3.95127E+00   4.97551E+00   2.49648E-04   1.39970E+01   7.78176E-05   1.39970E-16   1.95915E-12   6.67652E-21
 1.70235E-08   9.98901E+04   3.19297E+03   1.10934E-02   3.90922E+00   5.03453E+00   2.50987E-04   1.41154E+01   7.88859E-05   1.41154E-16   1.99245E-12   6.82669E-21
 1.70995E-08   9.98883E+04   3.19286E+03   1.13415E-02   3.86783E+00   5.09391E+00   2.52327E-04   1.42342E+01   7.99633E-05   1.42342E-16   2.02613E-12   6.97941E-21
 1.71755E-08   9.98865E+04   3.19274E+03   1.15939E-02   3.82708E+00   5.15365E+00   2.53666E-04   1.43534E+01   8.10496E-05   1.43533E-16   2.06019E-12   7.13471E-21
 1.72515E-08   9.98848E+04   3.19263E+03   1.18505E-02   3.78696E+00   5.21376E+00   2.55006E-04   1.44728E+01   8.21451E-05   1.44728E-16   2.09461E-12   7.29260E-21
 1.73275E-08   9.98830E+04   3.19251E+03   1.21113E-02   3.74745E+00   5.27423E+00   2.56347E-04   1.45926E+01   8.32497E-05   1.45926E-16   2.12943E-12   7.45313E-21
 1.74035E-08   9.98812E+04   3.19240E+03   1.23765E-02   3.70856E+00   5.33506E+00   2.57688E-04   1.47126E+01   8.43633E-05   1.47126E-16   2.16461E-12   7.61632E-21
 1.74795E-08   9.98794E+04   3.19229E+03   1.26461E-02   3.67025E+00   5.39625E+00   2.59029E-04   1.48330E+01   8.54861E-05   1.48330E-16   2.20018E-12   7.78220E-21
 1.75555E-08   9.98776E+04   3.19217E+03   1.29200E-02   3.63253E+00   5.45781E+00   2.60370E-04   1.49537E+01   8.66180E-05   1.49537E-16   2.23614E-12   7.95080E-21
 1.76315E-08   9.98758E+04   3.19206E+03   1.31985E-02   3.59538E+00   5.51972E+00   2.61712E-04   1.50747E+01   8.77592E-05   1.50747E-16   2.27247E-12   8.12214E-21
 1.77075E-08   9.98740E+04   3.19194E+03   1.34814E-02   3.55878E+00   5.58200E+00   2.63054E-04   1.51961E+01   8.89095E-05   1.51961E-16   2.30920E-12   8.29626E-21
 1.77835E-08   9.98722E+04   3.19183E+03   1.37689E-02   3.52274E+00   5.64464E+00   2.64397E-04   1.53177E+01   9.00691E-05   1.53177E-16   2.34632E-12   8.47318E-21
 1.78595E-08   9.98704E+04   3.19171E+03   1.40610E-02   3.48723E+00   5.70764E+00   2.65739E-04   1.54396E+01   9.12380E-05   1.54396E-16   2.38382E-12   8.65294E-21
 1.79355E-08   9.98686E+04   3.19160E+03   1.43578E-02   3.45225E+00   5.77100E+00   2.67082E-04   1.55619E+01   9.24161E-05   1.55619E-16   2.42172E-12   8.83557E-21
 1.80115E-08   9.98668E+04   3.19148E+03   1.46593E-02   3.41778E+00   5.83472E+00   2.68426E-04   1.56844E+01   9.36035E-05   1.56844E-16   2.46002E-12   9.02109E-21
 1.80875E-08   9.98649E+04   3.19136E+03   1.49655E-02   3.38382E+00   5.89881E+00   2.69769E-04   1.58073E+01   9.48003E-05   1.58073E-16   2.49871E-12   9.20954E-21
 1.81635E-08   9.98631E+04   3.19125E+03   1.52765E-02   3.35036E+00   5.96325E+00   2.71113E-04   1.59305E+01   9.60063E-05   1.59305E-16   2.53780E-12   9.40094E-21
 1.82395E-08   9.98613E+04   3.19113E+03   1.55924E-02   3.31739E+00   6.02805E+00   2.72457E-04   1.60539E+01   9.72218E-05   1.60539E-16   2.57728E-12   9.59534E-21
 1.83155E-08   9.98594E+04   3.19101E+03   1.59132E-02   3.28489E+00   6.09321E+00   2.73802E-04   1.61777E+01   9.84467E-05   1.61777E-16   2.61717E-12   9.79274E-21
 1.83915E-08   9.98576E+04   3.19089E+03   1.62389E-02   3.25286E+00   6.15873E+00   2.75146E-04   1.63017E+01   9.96809E-05   1.63017E-16   2.65746E-12   9.99320E-21
 1.84675E-08   9.98558E+04   3.19078E+03   1.65697E-02   3.22129E+00   6.22461E+00   2.76491E-04   1.64261E+01   1.00925E-04   1.64261E-16   2.69816E-12   1.01967E-20
 1.85435E-08   9.98539E+04   3.19066E+03   1.69055E-02   3.19018E+00   6.29085E+00   2.77836E-04   1.65507E+01   1.02178E-04   1.65507E-16   2.73926E-12   1.04034E-20
 1.86195E-08   9.98520E+04   3.19054E+03   1.72464E-02   3.15950E+00   6.35744E+00   2.79182E-04   1.66756E+01   1.03440E-04   1.66756E-16   2.78077E-12   1.06131E-20
 1.86955E-08   9.98501E+04   3.19041E+03   1.75924E-02   3.12927E+00   6.42440E+00   2.80527E-04   1.68009E+01   1.04713E-04   1.68009E-16   2.82269E-12   1.08261E-20
 1.87715E-08   9.98481E+04   3.19028E+03   1.79436E-02   3.09945E+00   6.49171E+00   2.81873E-04   1.69264E+01   1.05994E-04   1.69264E-16   2.86502E-12   1.10423E-20
 1.88475E-08   9.98460E+04   3.19015E+03   1.83001E-02   3.07006E+00   6.55938E+00   2.83219E-04   1.70522E+01   1.07286E-04   1.70522E-16   2.90777E-12   1.12616E-20
 1.89235E-08   9.98439E+04   3.19001E+03   1.86620E-02   3.04108E+00   6.62740E+00   2.84566E-04   1.71783E+01   1.08586E-04   1.71783E-16   2.95092E-12   1.14843E-20
 1.89995E-08   9.98417E+04   3.18988E+03   1.90291E-02   3.01250E+00   6.69579E+00   2.85912E-04   1.73046E+01   1.09897E-04   1.73046E-16   2.99450E-12   1.17102E-20
 1.90755E-08   9.98396E+04   3.18974E+03   1.94017E-02   2.98432E+00   6.76453E+00   2.87259E-04   1.74313E+01   1.11217E-04   1.74313E-16   3.03849E-12   1.19395E-20
 1.91515E-08   9.98375E+04   3.18961E+03   1.97797E-02   2.95653E+00   6.83362E+00   2.88606E-04   1.75582E+01   1.12547E-04   1.75582E-16   3.08290E-12   1.21721E-20
 1.92275E-08   9.98354E+04   3.18947E+03   2.01632E-02   2.92912E+00   6.90307E+00   2.89953E-04   1.76854E+01   1.13886E-04   1.76854E-16   3.12773E-12   1.24082E-20
 1.93035E-08   9.98332E+04   3.18934E+03   2.05523E-02   2.90209E+00   6.97288E+00   2.91300E-04   1.78129E+01   1.15235E-04   1.78129E-16   3.17299E-12   1.26476E-20
 1.93795E-08   9.98311E+04   3.18920E+03   2.09470E-02   2.87542E+00   7.04305E+00   2.92648E-04   1.79407E+01   1.16594E-04   1.79407E-16   3.21867E-12   1.28905E-20
 1.94555E-08   9.98290E+04   3.18906E+03   2.13474E-02   2.84912E+00   7.11356E+00   2.93996E-04   1.80687E+01   1.17962E-04   1.80687E-16   3.26478E-12   1.31369E-20
 1.95315E-08   9.98269E+04   3.18893E+03   2.17535E-02   2.82317E+00   7.18444E+00   2.95344E-04   1.81970E+01   1.19340E-04   1.81970E-16   3.31131E-12   1.33868E-20
 1.96075E-08   9.98247E+04   3.18879E+03   2.21654E-02   2.79757E+00   7.25566E+00   2.96692E-04   1.83256E+01   1.20728E-04   1.83256E-16   3.35827E-12   1.36403E-20
 1.96835E-08   9.98226E+04   3.18866E+03   2.25831E-02   2.77232E+00   7.32725E+00   2.98040E-04   1.84545E+01   1.22126E-04   1.84545E-16   3.40567E-12   1.38973E-20
 1.97595E-08   9.98205E+04   3.18852E+03   2.30067E-02   2.74740E+00   7.39918E+00   2.99389E-04   1.85836E+01   1.23533E-04   1.85836E-16   3.45349E-12   1.41580E-20
 1.98355E-08   9.98184E+04   3.18839E+03   2.34362E-02   2.72281E+00   7.47147E+00   3.00738E-04   1.87130E+01   1.24951E-04   1.87130E-16   3.50175E-12   1.44223E-20
 1.99115E-08   9.98162E+04   3.18825E+03   2.38717E-02   2.69855E+00   7.54411E+00   3.02086E-04   1.88426E+01   1.26378E-04   1.88426E-16   3.55045E-12   1.46903E-20
 1.99875E-08   9.98141E+04   3.18811E+03   2.43133E-02   2.67461E+00   7.61711E+00   3.03435E-04   1.89725E+01   1.27815E-04   1.89725E-16   3.59958E-12   1.49620E-20
 2.00635E-08   9.98120E+04   3.18798E+03   2.47609E-02   2.65098E+00   7.69045E+00   3.04785E-04   1.91027E+01   1.29262E-04   1.91027E-16   3.64915E-12   1.52375E-20
 2.01395E-08   9.98098E+04   3.18784E+03   2.52147E-02   2.62766E+00   7.76415E+00   3.06134E-04   1.92332E+01   1.30719E-04   1.92332E-16   3.69916E-12   1.55168E-20
 2.02155E-08   9.98076E+04   3.18770E+03   2.56747E-02   2.60465E+00   7.83820E+00   3.07484E-04   1.93639E+01   1.32185E-04   1.93639E-16   3.74961E-12   1.57998E-20
 2.02915E-08   9.98054E+04   3.18756E+03   2.61410E-02   2.58193E+00   7.91261E+00   3.08833E-04   1.94949E+01   1.33662E-04   1.94949E-16   3.80052E-12   1.60868E-20
