Time (s)   V_brick (kV)             E_brick (kJ)             I_brick (kA)             V_out (kV)               P_out (MW)               E_out (J)                
 1.72922E-06   5.40941E-01   4.09665E-05   1.77308E+00   1.19878E+00   2.12553E+00   1.39946E+03
 1.72935E-06   5.40149E-01   4.08465E-05   1.77242E+00   1.19834E+00   2.12396E+00   1.39946E+03
 1.72948E-06   5.39356E-01   4.07267E-05   1.77177E+00   1.19789E+00   2.12238E+00   1.39946E+03
 1.72960E-06   5.38563E-01   4.06070E-05   1.77111E+00   1.19745E+00   2.12081E+00   1.39946E+03
 1.72973E-06   5.37770E-01   4.04875E-05   1.77045E+00   1.19700E+00   2.11924E+00   1.39946E+03
 1.72985E-06   5.36978E-01   4.03683E-05   1.76980E+00   1.19656E+00   2.11767E+00   1.39946E+03
 1.72998E-06   5.36185E-01   4.02492E-05   1.76914E+00   1.19612E+00   2.11610E+00   1.39946E+03
 1.73011E-06   5.35392E-01   4.01303E-05   1.76849E+00   1.19567E+00   2.11453E+00   1.39946E+03
 1.73023E-06   5.34600E-01   4.00116E-05   1.76783E+00   1.19523E+00   2.11296E+00   1.39946E+03
 1.73036E-06   5.33807E-01   3.98930E-05   1.76717E+00   1.19479E+00   2.11139E+00   1.39946E+03
 1.73048E-06   5.33015E-01   3.97747E-05   1.76652E+00   1.19434E+00   2.10982E+00   1.39946E+03
 1.73061E-06   5.32222E-01   3.96565E-05   1.76586E+00   1.19390E+00   2.10826E+00   1.39946E+03
 1.73074E-06   5.31430E-01   3.95385E-05   1.76520E+00   1.19345E+00   2.10669E+00   1.39946E+03
 1.73086E-06   5.30638E-01   3.94207E-05   1.76455E+00   1.19301E+00   2.10512E+00   1.39946E+03
 1.73099E-06   5.29845E-01   3.93030E-05   1.76389E+00   1.19257E+00   2.10356E+00   1.39946E+03
 1.73111E-06   5.29053E-01   3.91856E-05   1.76324E+00   1.19212E+00   2.10199E+00   1.39946E+03
 1.73124E-06   5.28261E-01   3.90683E-05   1.76258E+00   1.19168E+00   2.10043E+00   1.39946E+03
 1.73137E-06   5.27469E-01   3.89512E-05   1.76192E+00   1.19124E+00   2.09887E+00   1.39946E+03
 1.73149E-06   5.26676E-01   3.88343E-05   1.76127E+00   1.19079E+00   2.09730E+00   1.39946E+03
 1.73162E-06   5.25884E-01   3.87176E-05   1.76061E+00   1.19035E+00   2.09574E+00   1.39946E+03
 1.73174E-06   5.25092E-01   3.86011E-05   1.75995E+00   1.18990E+00   2.09418E+00   1.39946E+03
 1.73187E-06   5.24300E-01   3.84847E-05   1.75930E+00   1.18946E+00   2.09262E+00   1.39946E+03
 1.73200E-06   5.23509E-01   3.83686E-05   1.75864E+00   1.18902E+00   2.09106E+00   1.39946E+03
 1.73212E-06   5.22719E-01   3.82529E-05   1.75799E+00   1.18857E+00   2.08949E+00   1.39946E+03
 1.73225E-06   5.21928E-01   3.81373E-05   1.75733E+00   1.18813E+00   2.08794E+00   1.39946E+03
 1.73237E-06   5.21138E-01   3.80219E-05   1.75667E+00   1.18769E+00   2.08638E+00   1.39946E+03
 1.73250E-06   5.20348E-01   3.79067E-05   1.75602E+00   1.18724E+00   2.08482E+00   1.39946E+03
 1.73263E-06   5.19558E-01   3.77916E-05   1.75536E+00   1.18680E+00   2.08326E+00   1.39946E+03
 1.73275E-06   5.18767E-01   3.76767E-05   1.75470E+00   1.18636E+00   2.08170E+00   1.39946E+03
 1.73288E-06   5.17977E-01   3.75620E-05   1.75405E+00   1.18591E+00   2.08015E+00   1.39946E+03
 1.73300E-06   5.17187E-01   3.74475E-05   1.75339E+00   1.18547E+00   2.07859E+00   1.39946E+03
 1.73313E-06   5.16396E-01   3.73331E-05   1.75274E+00   1.18502E+00   2.07703E+00   1.39946E+03
 1.73326E-06   5.15606E-01   3.72189E-05   1.75208E+00   1.18458E+00   2.07548E+00   1.39946E+03
 1.73338E-06   5.14816E-01   3.71049E-05   1.75142E+00   1.18414E+00   2.07392E+00   1.39946E+03
 1.73351E-06   5.14025E-01   3.69911E-05   1.75077E+00   1.18369E+00   2.07237E+00   1.39946E+03
 1.73363E-06   5.13235E-01   3.68774E-05   1.75011E+00   1.18325E+00   2.07082E+00   1.39946E+03
 1.73376E-06   5.12445E-01   3.67639E-05   1.74945E+00   1.18281E+00   2.06926E+00   1.39946E+03
 1.73389E-06   5.11654E-01   3.66506E-05   1.74880E+00   1.18236E+00   2.06771E+00   1.39946E+03
 1.73401E-06   5.10864E-01   3.65375E-05   1.74814E+00   1.18192E+00   2.06616E+00   1.39946E+03
 1.73414E-06   5.10074E-01   3.64245E-05   1.74749E+00   1.18147E+00   2.06461E+00   1.39946E+03
 1.73426E-06   5.09283E-01   3.63117E-05   1.74683E+00   1.18103E+00   2.06306E+00   1.39946E+03
 1.73439E-06   5.08493E-01   3.61991E-05   1.74617E+00   1.18059E+00   2.06151E+00   1.39946E+03
 1.73452E-06   5.07703E-01   3.60867E-05   1.74552E+00   1.18014E+00   2.05996E+00   1.39946E+03
 1.73464E-06   5.06912E-01   3.59744E-05   1.74486E+00   1.17970E+00   2.05841E+00   1.39946E+03
 1.73477E-06   5.06122E-01   3.58623E-05   1.74420E+00   1.17925E+00   2.05685E+00   1.39946E+03
 1.73489E-06   5.05337E-01   3.57512E-05   1.74354E+00   1.17881E+00   2.05529E+00   1.39946E+03
 1.73502E-06   5.04556E-01   3.56407E-05   1.74288E+00   1.17836E+00   2.05373E+00   1.39946E+03
 1.73515E-06   5.03775E-01   3.55304E-05   1.74221E+00   1.17791E+00   2.05217E+00   1.39946E+03
 1.73527E-06   5.02993E-01   3.54203E-05   1.74155E+00   1.17746E+00   2.05061E+00   1.39946E+03
 1.73540E-06   5.02212E-01   3.53103E-05   1.74089E+00   1.17702E+00   2.04905E+00   1.39946E+03
 1.73552E-06   5.01431E-01   3.52007E-05   1.74023E+00   1.17657E+00   2.04750E+00   1.39946E+03
 1.73565E-06   5.00652E-01   3.50914E-05   1.73957E+00   1.17612E+00   2.04594E+00   1.39946E+03
 1.73578E-06   4.99873E-01   3.49822E-05   1.73890E+00   1.17567E+00   2.04438E+00   1.39946E+03
 1.73590E-06   4.99094E-01   3.48733E-05   1.73824E+00   1.17523E+00   2.04282E+00   1.39946E+03
 1.73603E-06   4.98315E-01   3.47645E-05   1.73758E+00   1.17478E+00   2.04127E+00   1.39946E+03
 1.73615E-06   4.97536E-01   3.46559E-05   1.73692E+00   1.17433E+00   2.03971E+00   1.39946E+03
 1.73628E-06   4.96757E-01   3.45475E-05   1.73625E+00   1.17388E+00   2.03816E+00   1.39946E+03
 1.73641E-06   4.95979E-01   3.44393E-05   1.73559E+00   1.17343E+00   2.03660E+00   1.39946E+03
 1.73653E-06   4.95201E-01   3.43313E-05   1.73493E+00   1.17299E+00   2.03505E+00   1.39946E+03
 1.73666E-06   4.94423E-01   3.42236E-05   1.73427E+00   1.17254E+00   2.03349E+00   1.39946E+03
 1.73678E-06   4.93646E-01   3.41160E-05   1.73360E+00   1.17209E+00   2.03194E+00   1.39946E+03
 1.73691E-06   4.92868E-01   3.40086E-05   1.73294E+00   1.17164E+00   2.03039E+00   1.39946E+03
 1.73704E-06   4.92090E-01   3.39014E-05   1.73228E+00   1.17119E+00   2.02883E+00   1.39946E+03
 1.73716E-06   4.91313E-01   3.37944E-05   1.73162E+00   1.17074E+00   2.02728E+00   1.39946E+03
 1.73729E-06   4.90535E-01   3.36875E-05   1.73095E+00   1.17030E+00   2.02573E+00   1.39946E+03
 1.73741E-06   4.89758E-01   3.35808E-05   1.73029E+00   1.16985E+00   2.02418E+00   1.39946E+03
 1.73754E-06   4.88980E-01   3.34742E-05   1.72963E+00   1.16940E+00   2.02263E+00   1.39946E+03
 1.73767E-06   4.88202E-01   3.33678E-05   1.72896E+00   1.16895E+00   2.02108E+00   1.39946E+03
 1.73779E-06   4.87425E-01   3.32616E-05   1.72830E+00   1.16850E+00   2.01953E+00   1.39946E+03
 1.73792E-06   4.86647E-01   3.31556E-05   1.72764E+00   1.16806E+00   2.01798E+00   1.39946E+03
 1.73804E-06   4.85870E-01   3.30497E-05   1.72697E+00   1.16761E+00   2.01643E+00   1.39946E+03
 1.73817E-06   4.85092E-01   3.29440E-05   1.72631E+00   1.16716E+00   2.01488E+00   1.39946E+03
 1.73830E-06   4.84314E-01   3.28385E-05   1.72565E+00   1.16671E+00   2.01333E+00   1.39946E+03
 1.73842E-06   4.83537E-01   3.27331E-05   1.72498E+00   1.16626E+00   2.01178E+00   1.39946E+03
 1.73855E-06   4.82759E-01   3.26279E-05   1.72432E+00   1.16581E+00   2.01024E+00   1.39946E+03
 1.73867E-06   4.81982E-01   3.25229E-05   1.72366E+00   1.16536E+00   2.00869E+00   1.39946E+03
 1.73880E-06   4.81204E-01   3.24180E-05   1.72299E+00   1.16492E+00   2.00714E+00   1.39946E+03
 1.73893E-06   4.80426E-01   3.23133E-05   1.72233E+00   1.16447E+00   2.00559E+00   1.39946E+03
 1.73905E-06   4.79649E-01   3.22088E-05   1.72167E+00   1.16402E+00   2.00405E+00   1.39946E+03
 1.73918E-06   4.78872E-01   3.21046E-05   1.72100E+00   1.16357E+00   2.00250E+00   1.39946E+03
 1.73930E-06   4.78096E-01   3.20006E-05   1.72034E+00   1.16312E+00   2.00096E+00   1.39946E+03
 1.73943E-06   4.77322E-01   3.18971E-05   1.71967E+00   1.16267E+00   1.99941E+00   1.39946E+03
 1.73956E-06   4.76550E-01   3.17940E-05   1.71901E+00   1.16222E+00   1.99787E+00   1.39946E+03
 1.73968E-06   4.75779E-01   3.16911E-05   1.71834E+00   1.16177E+00   1.99632E+00   1.39946E+03
 1.73981E-06   4.75007E-01   3.15884E-05   1.71768E+00   1.16132E+00   1.99478E+00   1.39946E+03
 1.73993E-06   4.74235E-01   3.14859E-05   1.71700E+00   1.16087E+00   1.99321E+00   1.39946E+03
 1.74006E-06   4.73464E-01   3.13835E-05   1.71633E+00   1.16041E+00   1.99165E+00   1.39946E+03
 1.74019E-06   4.72692E-01   3.12813E-05   1.71566E+00   1.15995E+00   1.99008E+00   1.39946E+03
 1.74031E-06   4.71921E-01   3.11793E-05   1.71498E+00   1.15950E+00   1.98852E+00   1.39946E+03
 1.74044E-06   4.71149E-01   3.10774E-05   1.71431E+00   1.15904E+00   1.98695E+00   1.39946E+03
 1.74056E-06   4.70378E-01   3.09757E-05   1.71363E+00   1.15859E+00   1.98539E+00   1.39946E+03
 1.74069E-06   4.69606E-01   3.08742E-05   1.71296E+00   1.15813E+00   1.98383E+00   1.39946E+03
 1.74082E-06   4.68835E-01   3.07729E-05   1.71228E+00   1.15767E+00   1.98226E+00   1.39946E+03
 1.74094E-06   4.68065E-01   3.06719E-05   1.71161E+00   1.15722E+00   1.98070E+00   1.39946E+03
 1.74107E-06   4.67295E-01   3.05710E-05   1.71093E+00   1.15676E+00   1.97914E+00   1.39946E+03
 1.74119E-06   4.66525E-01   3.04703E-05   1.71025E+00   1.15630E+00   1.97757E+00   1.39946E+03
 1.74132E-06   4.65754E-01   3.03698E-05   1.70957E+00   1.15584E+00   1.97599E+00   1.39946E+03
 1.74145E-06   4.64985E-01   3.02695E-05   1.70889E+00   1.15538E+00   1.97441E+00   1.39946E+03
 1.74157E-06   4.64215E-01   3.01694E-05   1.70820E+00   1.15491E+00   1.97283E+00   1.39946E+03
 1.74170E-06   4.63446E-01   3.00695E-05   1.70752E+00   1.15445E+00   1.97124E+00   1.39946E+03
 1.74182E-06   4.62676E-01   2.99697E-05   1.70683E+00   1.15399E+00   1.96966E+00   1.39946E+03
 1.74195E-06   4.61907E-01   2.98702E-05   1.70615E+00   1.15353E+00   1.96808E+00   1.39946E+03
 1.74208E-06   4.61138E-01   2.97708E-05   1.70546E+00   1.15306E+00   1.96650E+00   1.39946E+03
 1.74220E-06   4.60369E-01   2.96716E-05   1.70478E+00   1.15260E+00   1.96492E+00   1.39946E+03
 1.74233E-06   4.59600E-01   2.95726E-05   1.70409E+00   1.15213E+00   1.96334E+00   1.39946E+03
 1.74245E-06   4.58835E-01   2.94741E-05   1.70340E+00   1.15167E+00   1.96176E+00   1.39946E+03
 1.74258E-06   4.58070E-01   2.93759E-05   1.70272E+00   1.15121E+00   1.96018E+00   1.39946E+03
 1.74271E-06   4.57305E-01   2.92779E-05   1.70203E+00   1.15074E+00   1.95860E+00   1.39946E+03
 1.74283E-06   4.56541E-01   2.91801E-05   1.70135E+00   1.15028E+00   1.95702E+00   1.39946E+03
 1.74296E-06   4.55777E-01   2.90826E-05   1.70066E+00   1.14982E+00   1.95545E+00   1.39946E+03
 1.74308E-06   4.55013E-01   2.89852E-05   1.69997E+00   1.14935E+00   1.95387E+00   1.39946E+03
 1.74321E-06   4.54249E-01   2.88879E-05   1.69929E+00   1.14889E+00   1.95229E+00   1.39946E+03
 1.74334E-06   4.53486E-01   2.87909E-05   1.69860E+00   1.14842E+00   1.95071E+00   1.39946E+03
 1.74346E-06   4.52722E-01   2.86940E-05   1.69791E+00   1.14796E+00   1.94913E+00   1.39946E+03
 1.74359E-06   4.51958E-01   2.85973E-05   1.69722E+00   1.14749E+00   1.94755E+00   1.39946E+03
 1.74371E-06   4.51195E-01   2.85008E-05   1.69654E+00   1.14703E+00   1.94598E+00   1.39946E+03
 1.74384E-06   4.50432E-01   2.84044E-05   1.69585E+00   1.14656E+00   1.94440E+00   1.39946E+03
 1.74397E-06   4.49669E-01   2.83083E-05   1.69516E+00   1.14610E+00   1.94282E+00   1.39946E+03
 1.74409E-06   4.48907E-01   2.82124E-05   1.69447E+00   1.14563E+00   1.94124E+00   1.39946E+03
 1.74422E-06   4.48145E-01   2.81167E-05   1.69378E+00   1.14517E+00   1.93967E+00   1.39946E+03
 1.74434E-06   4.47383E-01   2.80212E-05   1.69309E+00   1.14470E+00   1.93809E+00   1.39946E+03
 1.74447E-06   4.46621E-01   2.79258E-05   1.69241E+00   1.14424E+00   1.93651E+00   1.39946E+03
 1.74460E-06   4.45859E-01   2.78306E-05   1.69172E+00   1.14377E+00   1.93493E+00   1.39946E+03
 1.74472E-06   4.45097E-01   2.77355E-05   1.69103E+00   1.14330E+00   1.93336E+00   1.39946E+03
 1.74485E-06   4.44335E-01   2.76406E-05   1.69034E+00   1.14284E+00   1.93178E+00   1.39946E+03
 1.74497E-06   4.43572E-01   2.75459E-05   1.68965E+00   1.14237E+00   1.93021E+00   1.39946E+03
 1.74510E-06   4.42810E-01   2.74513E-05   1.68896E+00   1.14191E+00   1.92863E+00   1.39946E+03
 1.74523E-06   4.42049E-01   2.73570E-05   1.68827E+00   1.14144E+00   1.92706E+00   1.39946E+03
 1.74535E-06   4.41289E-01   2.72631E-05   1.68758E+00   1.14097E+00   1.92548E+00   1.39946E+03
 1.74548E-06   4.40532E-01   2.71695E-05   1.68689E+00   1.14051E+00   1.92391E+00   1.39946E+03
 1.74560E-06   4.39774E-01   2.70762E-05   1.68620E+00   1.14004E+00   1.92233E+00   1.39946E+03
 1.74573E-06   4.39017E-01   2.69830E-05   1.68551E+00   1.13957E+00   1.92076E+00   1.39946E+03
 1.74586E-06   4.38260E-01   2.68900E-05   1.68482E+00   1.13910E+00   1.91918E+00   1.39946E+03
 1.74598E-06   4.37503E-01   2.67972E-05   1.68413E+00   1.13864E+00   1.91761E+00   1.39946E+03
 1.74611E-06   4.36746E-01   2.67046E-05   1.68343E+00   1.13817E+00   1.91603E+00   1.39946E+03
 1.74623E-06   4.35989E-01   2.66121E-05   1.68274E+00   1.13770E+00   1.91446E+00   1.39946E+03
 1.74636E-06   4.35232E-01   2.65198E-05   1.68205E+00   1.13723E+00   1.91288E+00   1.39946E+03
 1.74649E-06   4.34476E-01   2.64277E-05   1.68136E+00   1.13677E+00   1.91131E+00   1.39946E+03
 1.74661E-06   4.33719E-01   2.63358E-05   1.68067E+00   1.13630E+00   1.90974E+00   1.39946E+03
 1.74674E-06   4.32963E-01   2.62440E-05   1.67997E+00   1.13583E+00   1.90816E+00   1.39946E+03
 1.74686E-06   4.32208E-01   2.61525E-05   1.67928E+00   1.13536E+00   1.90659E+00   1.39946E+03
 1.74699E-06   4.31452E-01   2.60611E-05   1.67859E+00   1.13489E+00   1.90502E+00   1.39946E+03
 1.74712E-06   4.30696E-01   2.59699E-05   1.67789E+00   1.13442E+00   1.90344E+00   1.39946E+03
 1.74724E-06   4.29941E-01   2.58789E-05   1.67720E+00   1.13396E+00   1.90187E+00   1.39946E+03
 1.74737E-06   4.29186E-01   2.57881E-05   1.67651E+00   1.13349E+00   1.90030E+00   1.39946E+03
 1.74749E-06   4.28431E-01   2.56974E-05   1.67582E+00   1.13302E+00   1.89873E+00   1.39946E+03
 1.74762E-06   4.27676E-01   2.56069E-05   1.67512E+00   1.13255E+00   1.89716E+00   1.39946E+03
 1.74775E-06   4.26921E-01   2.55166E-05   1.67443E+00   1.13208E+00   1.89559E+00   1.39946E+03
 1.74787E-06   4.26166E-01   2.54265E-05   1.67373E+00   1.13161E+00   1.89402E+00   1.39946E+03
 1.74800E-06   4.25412E-01   2.53366E-05   1.67304E+00   1.13114E+00   1.89245E+00   1.39946E+03
 1.74812E-06   4.24658E-01   2.52468E-05   1.67235E+00   1.13067E+00   1.89088E+00   1.39946E+03
 1.74825E-06   4.23906E-01   2.51574E-05   1.67165E+00   1.13020E+00   1.88931E+00   1.39946E+03
 1.74838E-06   4.23155E-01   2.50684E-05   1.67096E+00   1.12974E+00   1.88774E+00   1.39946E+03
 1.74850E-06   4.22405E-01   2.49796E-05   1.67026E+00   1.12927E+00   1.88617E+00   1.39946E+03
 1.74863E-06   4.21655E-01   2.48910E-05   1.66957E+00   1.12880E+00   1.88461E+00   1.39946E+03
 1.74875E-06   4.20905E-01   2.48025E-05   1.66888E+00   1.12833E+00   1.88304E+00   1.39946E+03
 1.74888E-06   4.20155E-01   2.47142E-05   1.66818E+00   1.12786E+00   1.88147E+00   1.39946E+03
 1.74901E-06   4.19405E-01   2.46261E-05   1.66749E+00   1.12739E+00   1.87990E+00   1.39946E+03
 1.74913E-06   4.18656E-01   2.45382E-05   1.66679E+00   1.12692E+00   1.87834E+00   1.39946E+03
 1.74926E-06   4.17906E-01   2.44504E-05   1.66610E+00   1.12645E+00   1.87677E+00   1.39946E+03
 1.74938E-06   4.17157E-01   2.43628E-05   1.66540E+00   1.12598E+00   1.87520E+00   1.39946E+03
 1.74951E-06   4.16408E-01   2.42754E-05   1.66471E+00   1.12551E+00   1.87364E+00   1.39946E+03
 1.74964E-06   4.15659E-01   2.41881E-05   1.66401E+00   1.12504E+00   1.87208E+00   1.39946E+03
 1.74976E-06   4.14911E-01   2.41011E-05   1.66332E+00   1.12457E+00   1.87051E+00   1.39946E+03
 1.74989E-06   4.14163E-01   2.40143E-05   1.66262E+00   1.12410E+00   1.86895E+00   1.39946E+03
 1.75001E-06   4.13415E-01   2.39277E-05   1.66193E+00   1.12363E+00   1.86739E+00   1.39946E+03
 1.75014E-06   4.12667E-01   2.38411E-05   1.66123E+00   1.12316E+00   1.86583E+00   1.39946E+03
 1.75027E-06   4.11919E-01   2.37548E-05   1.66054E+00   1.12269E+00   1.86426E+00   1.39946E+03
 1.75039E-06   4.11171E-01   2.36686E-05   1.65984E+00   1.12222E+00   1.86270E+00   1.39946E+03
 1.75052E-06   4.10423E-01   2.35826E-05   1.65914E+00   1.12175E+00   1.86114E+00   1.39946E+03
 1.75064E-06   4.09675E-01   2.34967E-05   1.65845E+00   1.12128E+00   1.85958E+00   1.39946E+03
 1.75077E-06   4.08928E-01   2.34111E-05   1.65775E+00   1.12081E+00   1.85802E+00   1.39946E+03
 1.75090E-06   4.08180E-01   2.33256E-05   1.65706E+00   1.12033E+00   1.85646E+00   1.39946E+03
 1.75102E-06   4.07433E-01   2.32403E-05   1.65636E+00   1.11986E+00   1.85490E+00   1.39946E+03
 1.75115E-06   4.06688E-01   2.31553E-05   1.65566E+00   1.11939E+00   1.85334E+00   1.39946E+03
 1.75127E-06   4.05945E-01   2.30708E-05   1.65497E+00   1.11892E+00   1.85178E+00   1.39946E+03
 1.75140E-06   4.05202E-01   2.29864E-05   1.65427E+00   1.11845E+00   1.85022E+00   1.39946E+03
 1.75153E-06   4.04459E-01   2.29022E-05   1.65357E+00   1.11798E+00   1.84866E+00   1.39946E+03
 1.75165E-06   4.03717E-01   2.28182E-05   1.65287E+00   1.11751E+00   1.84710E+00   1.39946E+03
 1.75178E-06   4.02974E-01   2.27343E-05   1.65218E+00   1.11704E+00   1.84554E+00   1.39946E+03
 1.75190E-06   4.02232E-01   2.26507E-05   1.65148E+00   1.11657E+00   1.84399E+00   1.39946E+03
 1.75203E-06   4.01490E-01   2.25671E-05   1.65078E+00   1.11609E+00   1.84243E+00   1.39946E+03
 1.75216E-06   4.00747E-01   2.24838E-05   1.65009E+00   1.11562E+00   1.84087E+00   1.39946E+03
 1.75228E-06   4.00005E-01   2.24006E-05   1.64939E+00   1.11515E+00   1.83932E+00   1.39946E+03
 1.75241E-06   3.99263E-01   2.23176E-05   1.64869E+00   1.11468E+00   1.83776E+00   1.39946E+03
 1.75253E-06   3.98522E-01   2.22347E-05   1.64799E+00   1.11421E+00   1.83621E+00   1.39946E+03
 1.75266E-06   3.97780E-01   2.21521E-05   1.64730E+00   1.11374E+00   1.83465E+00   1.39946E+03
 1.75279E-06   3.97039E-01   2.20696E-05   1.64660E+00   1.11326E+00   1.83310E+00   1.39946E+03
 1.75291E-06   3.96298E-01   2.19873E-05   1.64590E+00   1.11279E+00   1.83155E+00   1.39946E+03
 1.75304E-06   3.95557E-01   2.19052E-05   1.64520E+00   1.11232E+00   1.82999E+00   1.39946E+03
 1.75316E-06   3.94817E-01   2.18233E-05   1.64450E+00   1.11185E+00   1.82844E+00   1.39946E+03
 1.75329E-06   3.94076E-01   2.17415E-05   1.64381E+00   1.11138E+00   1.82689E+00   1.39946E+03
 1.75342E-06   3.93336E-01   2.16599E-05   1.64311E+00   1.11090E+00   1.82533E+00   1.39946E+03
 1.75354E-06   3.92596E-01   2.15785E-05   1.64241E+00   1.11043E+00   1.82378E+00   1.39946E+03
 1.75367E-06   3.91857E-01   2.14972E-05   1.64171E+00   1.10996E+00   1.82223E+00   1.39946E+03
 1.75379E-06   3.91117E-01   2.14162E-05   1.64101E+00   1.10948E+00   1.82067E+00   1.39946E+03
 1.75392E-06   3.90378E-01   2.13353E-05   1.64030E+00   1.10901E+00   1.81910E+00   1.39946E+03
 1.75405E-06   3.89641E-01   2.12548E-05   1.63959E+00   1.10853E+00   1.81753E+00   1.39946E+03
 1.75417E-06   3.88906E-01   2.11747E-05   1.63888E+00   1.10805E+00   1.81596E+00   1.39946E+03
 1.75430E-06   3.88171E-01   2.10948E-05   1.63818E+00   1.10757E+00   1.81440E+00   1.39946E+03
 1.75442E-06   3.87437E-01   2.10150E-05   1.63747E+00   1.10709E+00   1.81283E+00   1.39946E+03
 1.75455E-06   3.86702E-01   2.09354E-05   1.63676E+00   1.10661E+00   1.81126E+00   1.39946E+03
 1.75468E-06   3.85967E-01   2.08559E-05   1.63605E+00   1.10614E+00   1.80969E+00   1.39946E+03
 1.75480E-06   3.85233E-01   2.07766E-05   1.63534E+00   1.10566E+00   1.80813E+00   1.39946E+03
 1.75493E-06   3.84498E-01   2.06975E-05   1.63464E+00   1.10518E+00   1.80656E+00   1.39946E+03
 1.75505E-06   3.83764E-01   2.06184E-05   1.63393E+00   1.10470E+00   1.80500E+00   1.39946E+03
 1.75518E-06   3.83029E-01   2.05396E-05   1.63322E+00   1.10422E+00   1.80343E+00   1.39946E+03
 1.75531E-06   3.82295E-01   2.04609E-05   1.63251E+00   1.10374E+00   1.80187E+00   1.39946E+03
 1.75543E-06   3.81560E-01   2.03824E-05   1.63180E+00   1.10326E+00   1.80030E+00   1.39946E+03
 1.75556E-06   3.80826E-01   2.03040E-05   1.63108E+00   1.10278E+00   1.79872E+00   1.39946E+03
 1.75568E-06   3.80092E-01   2.02258E-05   1.63037E+00   1.10229E+00   1.79714E+00   1.39946E+03
 1.75581E-06   3.79359E-01   2.01478E-05   1.62965E+00   1.10181E+00   1.79556E+00   1.39946E+03
 1.75594E-06   3.78625E-01   2.00699E-05   1.62893E+00   1.10132E+00   1.79398E+00   1.39946E+03
 1.75606E-06   3.77891E-01   1.99922E-05   1.62822E+00   1.10084E+00   1.79240E+00   1.39946E+03
 1.75619E-06   3.77157E-01   1.99146E-05   1.62750E+00   1.10035E+00   1.79082E+00   1.39946E+03
 1.75631E-06   3.76423E-01   1.98372E-05   1.62678E+00   1.09987E+00   1.78924E+00   1.39946E+03
 1.75644E-06   3.75689E-01   1.97599E-05   1.62606E+00   1.09938E+00   1.78766E+00   1.39946E+03
 1.75657E-06   3.74955E-01   1.96828E-05   1.62534E+00   1.09890E+00   1.78608E+00   1.39946E+03
 1.75669E-06   3.74222E-01   1.96058E-05   1.62463E+00   1.09841E+00   1.78450E+00   1.39946E+03
 1.75682E-06   3.73488E-01   1.95291E-05   1.62391E+00   1.09792E+00   1.78293E+00   1.39946E+03
