Time (s)   V_brick (kV)             E_brick (kJ)             I_brick (kA)             V_out (kV)               P_out (MW)               E_out (J)                
 3.07435E-08   9.87637E+01   1.36560E+00   2.20745E+01   1.49245E+01   3.29451E+02   3.52738E+00
 3.08695E-08   9.87541E+01   1.36533E+00   2.21569E+01   1.49803E+01   3.31917E+02   3.56905E+00
 3.09955E-08   9.87444E+01   1.36506E+00   2.22393E+01   1.50360E+01   3.34391E+02   3.61103E+00
 3.11215E-08   9.87348E+01   1.36480E+00   2.23217E+01   1.50917E+01   3.36873E+02   3.65332E+00
 3.12475E-08   9.87252E+01   1.36453E+00   2.24041E+01   1.51474E+01   3.39363E+02   3.69592E+00
 3.13735E-08   9.87155E+01   1.36427E+00   2.24863E+01   1.52030E+01   3.41859E+02   3.73884E+00
 3.14995E-08   9.87053E+01   1.36398E+00   2.25685E+01   1.52585E+01   3.44362E+02   3.78207E+00
 3.16255E-08   9.86945E+01   1.36369E+00   2.26506E+01   1.53141E+01   3.46873E+02   3.82562E+00
 3.17515E-08   9.86838E+01   1.36339E+00   2.27326E+01   1.53695E+01   3.49390E+02   3.86949E+00
 3.18775E-08   9.86730E+01   1.36309E+00   2.28146E+01   1.54249E+01   3.51913E+02   3.91367E+00
 3.20035E-08   9.86622E+01   1.36279E+00   2.28965E+01   1.54803E+01   3.54444E+02   3.95817E+00
 3.21295E-08   9.86514E+01   1.36249E+00   2.29784E+01   1.55357E+01   3.56984E+02   4.00300E+00
 3.22555E-08   9.86405E+01   1.36219E+00   2.30602E+01   1.55910E+01   3.59532E+02   4.04814E+00
 3.23815E-08   9.86297E+01   1.36190E+00   2.31419E+01   1.56462E+01   3.62083E+02   4.09360E+00
 3.25075E-08   9.86189E+01   1.36160E+00   2.32235E+01   1.57014E+01   3.64643E+02   4.13939E+00
 3.26335E-08   9.86081E+01   1.36130E+00   2.33052E+01   1.57566E+01   3.67211E+02   4.18549E+00
 3.27595E-08   9.85973E+01   1.36100E+00   2.33866E+01   1.58117E+01   3.69782E+02   4.23192E+00
 3.28855E-08   9.85864E+01   1.36070E+00   2.34681E+01   1.58667E+01   3.72362E+02   4.27868E+00
 3.30115E-08   9.85756E+01   1.36040E+00   2.35494E+01   1.59218E+01   3.74949E+02   4.32576E+00
 3.31375E-08   9.85648E+01   1.36010E+00   2.36308E+01   1.59768E+01   3.77544E+02   4.37317E+00
 3.32635E-08   9.85539E+01   1.35980E+00   2.37121E+01   1.60318E+01   3.80147E+02   4.42091E+00
 3.33895E-08   9.85431E+01   1.35950E+00   2.37933E+01   1.60867E+01   3.82755E+02   4.46897E+00
 3.35155E-08   9.85323E+01   1.35921E+00   2.38744E+01   1.61415E+01   3.85370E+02   4.51736E+00
 3.36415E-08   9.85214E+01   1.35891E+00   2.39555E+01   1.61963E+01   3.87992E+02   4.56609E+00
 3.37675E-08   9.85106E+01   1.35861E+00   2.40365E+01   1.62511E+01   3.90619E+02   4.61514E+00
 3.38935E-08   9.84998E+01   1.35831E+00   2.41174E+01   1.63058E+01   3.93253E+02   4.66453E+00
 3.40195E-08   9.84889E+01   1.35801E+00   2.41983E+01   1.63605E+01   3.95895E+02   4.71424E+00
 3.41455E-08   9.84781E+01   1.35771E+00   2.42791E+01   1.64151E+01   3.98545E+02   4.76429E+00
 3.42715E-08   9.84672E+01   1.35741E+00   2.43599E+01   1.64697E+01   4.01201E+02   4.81468E+00
 3.43975E-08   9.84564E+01   1.35711E+00   2.44406E+01   1.65243E+01   4.03863E+02   4.86540E+00
 3.45235E-08   9.84455E+01   1.35681E+00   2.45212E+01   1.65788E+01   4.06531E+02   4.91646E+00
 3.46495E-08   9.84345E+01   1.35651E+00   2.46017E+01   1.66332E+01   4.09207E+02   4.96785E+00
 3.47755E-08   9.84235E+01   1.35621E+00   2.46822E+01   1.66876E+01   4.11887E+02   5.01958E+00
 3.49015E-08   9.84124E+01   1.35590E+00   2.47626E+01   1.67420E+01   4.14575E+02   5.07165E+00
 3.50275E-08   9.84012E+01   1.35559E+00   2.48430E+01   1.67963E+01   4.17271E+02   5.12406E+00
 3.51535E-08   9.83901E+01   1.35529E+00   2.49233E+01   1.68507E+01   4.19974E+02   5.17680E+00
 3.52795E-08   9.83790E+01   1.35498E+00   2.50036E+01   1.69049E+01   4.22683E+02   5.22989E+00
 3.54055E-08   9.83678E+01   1.35467E+00   2.50837E+01   1.69591E+01   4.25397E+02   5.28332E+00
 3.55315E-08   9.83566E+01   1.35436E+00   2.51638E+01   1.70133E+01   4.28119E+02   5.33709E+00
 3.56575E-08   9.83454E+01   1.35405E+00   2.52438E+01   1.70674E+01   4.30846E+02   5.39121E+00
 3.57835E-08   9.83341E+01   1.35374E+00   2.53238E+01   1.71214E+01   4.33579E+02   5.44567E+00
 3.59095E-08   9.83228E+01   1.35343E+00   2.54037E+01   1.71754E+01   4.36319E+02   5.50048E+00
 3.60355E-08   9.83115E+01   1.35312E+00   2.54835E+01   1.72294E+01   4.39066E+02   5.55563E+00
 3.61615E-08   9.83002E+01   1.35281E+00   2.55634E+01   1.72834E+01   4.41822E+02   5.61113E+00
 3.62875E-08   9.82889E+01   1.35250E+00   2.56431E+01   1.73373E+01   4.44581E+02   5.66697E+00
 3.64135E-08   9.82775E+01   1.35218E+00   2.57227E+01   1.73911E+01   4.47346E+02   5.72316E+00
 3.65395E-08   9.82661E+01   1.35187E+00   2.58023E+01   1.74449E+01   4.50120E+02   5.77971E+00
 3.66655E-08   9.82547E+01   1.35156E+00   2.58818E+01   1.74987E+01   4.52898E+02   5.83660E+00
 3.67915E-08   9.82433E+01   1.35124E+00   2.59612E+01   1.75524E+01   4.55682E+02   5.89384E+00
 3.69175E-08   9.82319E+01   1.35093E+00   2.60406E+01   1.76061E+01   4.58473E+02   5.95143E+00
 3.70435E-08   9.82205E+01   1.35062E+00   2.61200E+01   1.76597E+01   4.61271E+02   6.00938E+00
 3.71695E-08   9.82090E+01   1.35030E+00   2.61993E+01   1.77133E+01   4.64077E+02   6.06768E+00
 3.72955E-08   9.81974E+01   1.34998E+00   2.62785E+01   1.77669E+01   4.66886E+02   6.12633E+00
 3.74215E-08   9.81859E+01   1.34967E+00   2.63576E+01   1.78204E+01   4.69702E+02   6.18533E+00
 3.75475E-08   9.81743E+01   1.34935E+00   2.64367E+01   1.78738E+01   4.72525E+02   6.24470E+00
 3.76735E-08   9.81628E+01   1.34903E+00   2.65157E+01   1.79272E+01   4.75352E+02   6.30441E+00
 3.77995E-08   9.81512E+01   1.34871E+00   2.65945E+01   1.79805E+01   4.78182E+02   6.36449E+00
 3.79255E-08   9.81390E+01   1.34838E+00   2.66732E+01   1.80338E+01   4.81018E+02   6.42492E+00
 3.80515E-08   9.81265E+01   1.34803E+00   2.67520E+01   1.80870E+01   4.83862E+02   6.48571E+00
 3.81775E-08   9.81139E+01   1.34769E+00   2.68307E+01   1.81402E+01   4.86715E+02   6.54685E+00
 3.83035E-08   9.81014E+01   1.34734E+00   2.69095E+01   1.81935E+01   4.89577E+02   6.60836E+00
 3.84295E-08   9.80888E+01   1.34700E+00   2.69882E+01   1.82467E+01   4.92446E+02   6.67023E+00
 3.85555E-08   9.80762E+01   1.34665E+00   2.70669E+01   1.83000E+01   4.95324E+02   6.73246E+00
 3.86815E-08   9.80636E+01   1.34630E+00   2.71454E+01   1.83530E+01   4.98200E+02   6.79506E+00
 3.88075E-08   9.80509E+01   1.34596E+00   2.72238E+01   1.84060E+01   5.01082E+02   6.85801E+00
 3.89335E-08   9.80383E+01   1.34561E+00   2.73022E+01   1.84590E+01   5.03972E+02   6.92133E+00
 3.90595E-08   9.80256E+01   1.34526E+00   2.73806E+01   1.85120E+01   5.06869E+02   6.98502E+00
 3.91855E-08   9.80129E+01   1.34491E+00   2.74588E+01   1.85649E+01   5.09771E+02   7.04907E+00
 3.93115E-08   9.80002E+01   1.34457E+00   2.75370E+01   1.86178E+01   5.12677E+02   7.11348E+00
 3.94375E-08   9.79875E+01   1.34422E+00   2.76151E+01   1.86706E+01   5.15590E+02   7.17826E+00
 3.95635E-08   9.79748E+01   1.34387E+00   2.76932E+01   1.87234E+01   5.18509E+02   7.24341E+00
 3.96895E-08   9.79621E+01   1.34352E+00   2.77711E+01   1.87761E+01   5.21432E+02   7.30893E+00
 3.98155E-08   9.79494E+01   1.34317E+00   2.78490E+01   1.88287E+01   5.24360E+02   7.37482E+00
 3.99415E-08   9.79367E+01   1.34282E+00   2.79269E+01   1.88814E+01   5.27297E+02   7.44107E+00
 4.00675E-08   9.79240E+01   1.34247E+00   2.80047E+01   1.89340E+01   5.30240E+02   7.50770E+00
 4.01935E-08   9.79112E+01   1.34212E+00   2.80824E+01   1.89865E+01   5.33188E+02   7.57470E+00
 4.03195E-08   9.78984E+01   1.34177E+00   2.81601E+01   1.90390E+01   5.36141E+02   7.64206E+00
 4.04455E-08   9.78856E+01   1.34142E+00   2.82377E+01   1.90915E+01   5.39100E+02   7.70981E+00
 4.05715E-08   9.78728E+01   1.34107E+00   2.83152E+01   1.91439E+01   5.42065E+02   7.77792E+00
 4.06975E-08   9.78600E+01   1.34072E+00   2.83927E+01   1.91963E+01   5.45033E+02   7.84641E+00
 4.08235E-08   9.78472E+01   1.34037E+00   2.84701E+01   1.92486E+01   5.48009E+02   7.91527E+00
 4.09495E-08   9.78343E+01   1.34002E+00   2.85474E+01   1.93009E+01   5.50991E+02   7.98451E+00
 4.10755E-08   9.78214E+01   1.33966E+00   2.86247E+01   1.93532E+01   5.53980E+02   8.05413E+00
 4.12015E-08   9.78085E+01   1.33931E+00   2.87019E+01   1.94054E+01   5.56972E+02   8.12412E+00
 4.13275E-08   9.77955E+01   1.33895E+00   2.87791E+01   1.94575E+01   5.59970E+02   8.19449E+00
 4.14535E-08   9.77825E+01   1.33860E+00   2.88562E+01   1.95097E+01   5.62974E+02   8.26523E+00
 4.15795E-08   9.77696E+01   1.33824E+00   2.89332E+01   1.95617E+01   5.65983E+02   8.33636E+00
 4.17055E-08   9.77565E+01   1.33789E+00   2.90101E+01   1.96137E+01   5.68996E+02   8.40787E+00
 4.18315E-08   9.77435E+01   1.33753E+00   2.90870E+01   1.96657E+01   5.72016E+02   8.47975E+00
 4.19575E-08   9.77303E+01   1.33717E+00   2.91638E+01   1.97177E+01   5.75042E+02   8.55202E+00
 4.20835E-08   9.77172E+01   1.33681E+00   2.92406E+01   1.97696E+01   5.78075E+02   8.62467E+00
 4.22095E-08   9.77040E+01   1.33645E+00   2.93173E+01   1.98214E+01   5.81112E+02   8.69769E+00
 4.23355E-08   9.76908E+01   1.33609E+00   2.93939E+01   1.98732E+01   5.84153E+02   8.77111E+00
 4.24615E-08   9.76776E+01   1.33573E+00   2.94705E+01   1.99250E+01   5.87201E+02   8.84491E+00
 4.25875E-08   9.76644E+01   1.33537E+00   2.95470E+01   1.99767E+01   5.90253E+02   8.91909E+00
 4.27135E-08   9.76511E+01   1.33500E+00   2.96234E+01   2.00284E+01   5.93310E+02   8.99365E+00
 4.28395E-08   9.76378E+01   1.33464E+00   2.96998E+01   2.00800E+01   5.96373E+02   9.06860E+00
 4.29655E-08   9.76245E+01   1.33428E+00   2.97761E+01   2.01316E+01   5.99442E+02   9.14394E+00
 4.30915E-08   9.76112E+01   1.33391E+00   2.98524E+01   2.01832E+01   6.02518E+02   9.21967E+00
 4.32175E-08   9.75979E+01   1.33355E+00   2.99286E+01   2.02347E+01   6.05596E+02   9.29578E+00
 4.33435E-08   9.75845E+01   1.33318E+00   3.00047E+01   2.02862E+01   6.08681E+02   9.37228E+00
 4.34695E-08   9.75711E+01   1.33282E+00   3.00808E+01   2.03376E+01   6.11772E+02   9.44917E+00
 4.35955E-08   9.75576E+01   1.33245E+00   3.01568E+01   2.03890E+01   6.14866E+02   9.52645E+00
 4.37215E-08   9.75442E+01   1.33208E+00   3.02327E+01   2.04403E+01   6.17965E+02   9.60413E+00
 4.38475E-08   9.75308E+01   1.33171E+00   3.03085E+01   2.04916E+01   6.21070E+02   9.68219E+00
 4.39735E-08   9.75173E+01   1.33135E+00   3.03843E+01   2.05429E+01   6.24181E+02   9.76063E+00
 4.40995E-08   9.75039E+01   1.33098E+00   3.04601E+01   2.05941E+01   6.27299E+02   9.83948E+00
 4.42255E-08   9.74904E+01   1.33061E+00   3.05358E+01   2.06452E+01   6.30419E+02   9.91872E+00
 4.43515E-08   9.74768E+01   1.33024E+00   3.06114E+01   2.06964E+01   6.33544E+02   9.99835E+00
 4.44775E-08   9.74633E+01   1.32987E+00   3.06870E+01   2.07475E+01   6.36676E+02   1.00784E+01
 4.46035E-08   9.74492E+01   1.32949E+00   3.07624E+01   2.07985E+01   6.39811E+02   1.01588E+01
 4.47295E-08   9.74348E+01   1.32910E+00   3.08378E+01   2.08494E+01   6.42951E+02   1.02396E+01
 4.48555E-08   9.74203E+01   1.32870E+00   3.09131E+01   2.09004E+01   6.46096E+02   1.03208E+01
 4.49815E-08   9.74059E+01   1.32831E+00   3.09885E+01   2.09513E+01   6.49248E+02   1.04024E+01
 4.51075E-08   9.73914E+01   1.32791E+00   3.10637E+01   2.10022E+01   6.52406E+02   1.04844E+01
 4.52335E-08   9.73770E+01   1.32752E+00   3.11388E+01   2.10530E+01   6.55565E+02   1.05668E+01
 4.53595E-08   9.73625E+01   1.32712E+00   3.12139E+01   2.11037E+01   6.58731E+02   1.06496E+01
 4.54855E-08   9.73481E+01   1.32673E+00   3.12890E+01   2.11545E+01   6.61903E+02   1.07328E+01
 4.56115E-08   9.73336E+01   1.32634E+00   3.13639E+01   2.12051E+01   6.65076E+02   1.08164E+01
 4.57375E-08   9.73192E+01   1.32594E+00   3.14388E+01   2.12558E+01   6.68256E+02   1.09004E+01
 4.58635E-08   9.73047E+01   1.32555E+00   3.15136E+01   2.13064E+01   6.71441E+02   1.09848E+01
 4.59895E-08   9.72902E+01   1.32515E+00   3.15884E+01   2.13569E+01   6.74632E+02   1.10696E+01
 4.61155E-08   9.72758E+01   1.32476E+00   3.16632E+01   2.14075E+01   6.77830E+02   1.11549E+01
 4.62415E-08   9.72613E+01   1.32437E+00   3.17378E+01   2.14579E+01   6.81028E+02   1.12405E+01
 4.63675E-08   9.72469E+01   1.32397E+00   3.18124E+01   2.15084E+01   6.84233E+02   1.13265E+01
 4.64935E-08   9.72324E+01   1.32358E+00   3.18870E+01   2.15588E+01   6.87443E+02   1.14129E+01
 4.66195E-08   9.72180E+01   1.32319E+00   3.19614E+01   2.16091E+01   6.90655E+02   1.14997E+01
 4.67455E-08   9.72035E+01   1.32279E+00   3.20357E+01   2.16594E+01   6.93873E+02   1.15869E+01
 4.68715E-08   9.71891E+01   1.32240E+00   3.21101E+01   2.17096E+01   6.97097E+02   1.16746E+01
 4.69975E-08   9.71746E+01   1.32201E+00   3.21844E+01   2.17598E+01   7.00326E+02   1.17626E+01
 4.71235E-08   9.71602E+01   1.32161E+00   3.22586E+01   2.18100E+01   7.03561E+02   1.18511E+01
 4.72495E-08   9.71457E+01   1.32122E+00   3.23327E+01   2.18601E+01   7.06797E+02   1.19399E+01
 4.73755E-08   9.71313E+01   1.32083E+00   3.24068E+01   2.19102E+01   7.10039E+02   1.20292E+01
 4.75015E-08   9.71168E+01   1.32043E+00   3.24808E+01   2.19603E+01   7.13287E+02   1.21189E+01
 4.76275E-08   9.71023E+01   1.32004E+00   3.25547E+01   2.20102E+01   7.16536E+02   1.22089E+01
 4.77535E-08   9.70879E+01   1.31965E+00   3.26285E+01   2.20602E+01   7.19790E+02   1.22994E+01
 4.78795E-08   9.70732E+01   1.31925E+00   3.27023E+01   2.21101E+01   7.23051E+02   1.23903E+01
 4.80055E-08   9.70584E+01   1.31885E+00   3.27761E+01   2.21599E+01   7.26317E+02   1.24816E+01
 4.81315E-08   9.70436E+01   1.31845E+00   3.28499E+01   2.22098E+01   7.29589E+02   1.25734E+01
 4.82575E-08   9.70289E+01   1.31804E+00   3.29234E+01   2.22595E+01   7.32859E+02   1.26655E+01
 4.83835E-08   9.70141E+01   1.31764E+00   3.29969E+01   2.23092E+01   7.36135E+02   1.27580E+01
 4.85095E-08   9.69994E+01   1.31724E+00   3.30704E+01   2.23589E+01   7.39417E+02   1.28510E+01
 4.86355E-08   9.69846E+01   1.31684E+00   3.31437E+01   2.24085E+01   7.42701E+02   1.29444E+01
 4.87615E-08   9.69698E+01   1.31644E+00   3.32171E+01   2.24581E+01   7.45991E+02   1.30382E+01
 4.88875E-08   9.69550E+01   1.31604E+00   3.32904E+01   2.25076E+01   7.49289E+02   1.31324E+01
 4.90135E-08   9.69402E+01   1.31564E+00   3.33637E+01   2.25572E+01   7.52593E+02   1.32270E+01
 4.91395E-08   9.69254E+01   1.31523E+00   3.34370E+01   2.26068E+01   7.55903E+02   1.33220E+01
 4.92655E-08   9.69106E+01   1.31483E+00   3.35102E+01   2.26563E+01   7.59216E+02   1.34175E+01
 4.93915E-08   9.68957E+01   1.31443E+00   3.35833E+01   2.27057E+01   7.62533E+02   1.35134E+01
 4.95175E-08   9.68809E+01   1.31403E+00   3.36564E+01   2.27551E+01   7.65854E+02   1.36096E+01
 4.96435E-08   9.68661E+01   1.31363E+00   3.37294E+01   2.28045E+01   7.69182E+02   1.37064E+01
 4.97695E-08   9.68513E+01   1.31322E+00   3.38024E+01   2.28538E+01   7.72515E+02   1.38035E+01
 4.98955E-08   9.68364E+01   1.31282E+00   3.38754E+01   2.29031E+01   7.75853E+02   1.39010E+01
 5.00215E-08   9.68216E+01   1.31242E+00   3.39483E+01   2.29524E+01   7.79195E+02   1.39990E+01
 5.01475E-08   9.68068E+01   1.31202E+00   3.40209E+01   2.30015E+01   7.82533E+02   1.40974E+01
 5.02735E-08   9.67919E+01   1.31161E+00   3.40935E+01   2.30506E+01   7.85877E+02   1.41962E+01
 5.03995E-08   9.67771E+01   1.31121E+00   3.41661E+01   2.30997E+01   7.89227E+02   1.42954E+01
 5.05255E-08   9.67622E+01   1.31081E+00   3.42387E+01   2.31488E+01   7.92582E+02   1.43951E+01
 5.06515E-08   9.67473E+01   1.31041E+00   3.43111E+01   2.31977E+01   7.95938E+02   1.44952E+01
 5.07775E-08   9.67324E+01   1.31000E+00   3.43833E+01   2.32465E+01   7.99292E+02   1.45957E+01
 5.09035E-08   9.67175E+01   1.30960E+00   3.44555E+01   2.32953E+01   8.02651E+02   1.46966E+01
 5.10295E-08   9.67026E+01   1.30920E+00   3.45276E+01   2.33441E+01   8.06017E+02   1.47979E+01
 5.11555E-08   9.66877E+01   1.30879E+00   3.45998E+01   2.33929E+01   8.09388E+02   1.48997E+01
 5.12815E-08   9.66728E+01   1.30839E+00   3.46719E+01   2.34416E+01   8.12765E+02   1.50019E+01
 5.14075E-08   9.66578E+01   1.30798E+00   3.47439E+01   2.34904E+01   8.16148E+02   1.51045E+01
 5.15335E-08   9.66429E+01   1.30758E+00   3.48159E+01   2.35390E+01   8.19534E+02   1.52076E+01
 5.16595E-08   9.66269E+01   1.30715E+00   3.48879E+01   2.35877E+01   8.22927E+02   1.53111E+01
 5.17855E-08   9.66108E+01   1.30671E+00   3.49599E+01   2.36364E+01   8.26327E+02   1.54150E+01
 5.19115E-08   9.65947E+01   1.30628E+00   3.50319E+01   2.36851E+01   8.29733E+02   1.55193E+01
 5.20375E-08   9.65786E+01   1.30584E+00   3.51038E+01   2.37337E+01   8.33141E+02   1.56241E+01
 5.21635E-08   9.65625E+01   1.30541E+00   3.51754E+01   2.37821E+01   8.36544E+02   1.57293E+01
 5.22895E-08   9.65464E+01   1.30497E+00   3.52470E+01   2.38305E+01   8.39953E+02   1.58349E+01
 5.24155E-08   9.65303E+01   1.30453E+00   3.53185E+01   2.38789E+01   8.43367E+02   1.59409E+01
 5.25415E-08   9.65141E+01   1.30410E+00   3.53901E+01   2.39272E+01   8.46786E+02   1.60474E+01
 5.26675E-08   9.64979E+01   1.30366E+00   3.54614E+01   2.39755E+01   8.50205E+02   1.61543E+01
 5.27935E-08   9.64818E+01   1.30322E+00   3.55327E+01   2.40236E+01   8.53623E+02   1.62617E+01
 5.29195E-08   9.64656E+01   1.30278E+00   3.56038E+01   2.40717E+01   8.57046E+02   1.63694E+01
 5.30455E-08   9.64493E+01   1.30235E+00   3.56750E+01   2.41199E+01   8.60475E+02   1.64776E+01
 5.31715E-08   9.64331E+01   1.30191E+00   3.57461E+01   2.41679E+01   8.63909E+02   1.65863E+01
 5.32975E-08   9.64168E+01   1.30147E+00   3.58172E+01   2.42160E+01   8.67348E+02   1.66953E+01
 5.34235E-08   9.64006E+01   1.30103E+00   3.58882E+01   2.42640E+01   8.70793E+02   1.68048E+01
 5.35495E-08   9.63844E+01   1.30059E+00   3.59592E+01   2.43120E+01   8.74243E+02   1.69148E+01
 5.36755E-08   9.63681E+01   1.30015E+00   3.60302E+01   2.43600E+01   8.77698E+02   1.70252E+01
 5.38015E-08   9.63518E+01   1.29971E+00   3.61012E+01   2.44080E+01   8.81158E+02   1.71360E+01
 5.39275E-08   9.63354E+01   1.29927E+00   3.61721E+01   2.44559E+01   8.84622E+02   1.72472E+01
 5.40535E-08   9.63190E+01   1.29883E+00   3.62429E+01   2.45038E+01   8.88088E+02   1.73589E+01
 5.41795E-08   9.63026E+01   1.29839E+00   3.63135E+01   2.45516E+01   8.91552E+02   1.74710E+01
 5.43055E-08   9.62862E+01   1.29794E+00   3.63841E+01   2.45993E+01   8.95021E+02   1.75836E+01
 5.44315E-08   9.62698E+01   1.29750E+00   3.64546E+01   2.46470E+01   8.98496E+02   1.76966E+01
 5.45575E-08   9.62533E+01   1.29706E+00   3.65251E+01   2.46946E+01   9.01975E+02   1.78100E+01
 5.46835E-08   9.62369E+01   1.29662E+00   3.65955E+01   2.47422E+01   9.05452E+02   1.79239E+01
 5.48095E-08   9.62204E+01   1.29617E+00   3.66656E+01   2.47896E+01   9.08928E+02   1.80382E+01
 5.49355E-08   9.62039E+01   1.29573E+00   3.67358E+01   2.48371E+01   9.12410E+02   1.81529E+01
 5.50615E-08   9.61873E+01   1.29528E+00   3.68059E+01   2.48845E+01   9.15897E+02   1.82681E+01
 5.51875E-08   9.61707E+01   1.29483E+00   3.68760E+01   2.49319E+01   9.19387E+02   1.83837E+01
 5.53135E-08   9.61541E+01   1.29438E+00   3.69460E+01   2.49792E+01   9.22881E+02   1.84998E+01
 5.54395E-08   9.61374E+01   1.29394E+00   3.70160E+01   2.50265E+01   9.26381E+02   1.86163E+01
 5.55655E-08   9.61208E+01   1.29349E+00   3.70860E+01   2.50738E+01   9.29888E+02   1.87332E+01
 5.56915E-08   9.61041E+01   1.29304E+00   3.71560E+01   2.51212E+01   9.33401E+02   1.88506E+01
 5.58175E-08   9.60874E+01   1.29259E+00   3.72260E+01   2.51685E+01   9.36920E+02   1.89685E+01
 5.59435E-08   9.60707E+01   1.29214E+00   3.72959E+01   2.52158E+01   9.40445E+02   1.90867E+01
 5.60695E-08   9.60540E+01   1.29169E+00   3.73658E+01   2.52630E+01   9.43971E+02   1.92055E+01
 5.61955E-08   9.60372E+01   1.29124E+00   3.74354E+01   2.53101E+01   9.47491E+02   1.93246E+01
 5.63215E-08   9.60205E+01   1.29079E+00   3.75049E+01   2.53571E+01   9.51016E+02   1.94442E+01
 5.64475E-08   9.60038E+01   1.29034E+00   3.75745E+01   2.54041E+01   9.54545E+02   1.95643E+01
 5.65735E-08   9.59870E+01   1.28989E+00   3.76440E+01   2.54511E+01   9.58080E+02   1.96848E+01
 5.66995E-08   9.59703E+01   1.28944E+00   3.77133E+01   2.54980E+01   9.61614E+02   1.98057E+01
 5.68255E-08   9.59535E+01   1.28899E+00   3.77825E+01   2.55448E+01   9.65146E+02   1.99271E+01
 5.69515E-08   9.59368E+01   1.28854E+00   3.78517E+01   2.55915E+01   9.68682E+02   2.00490E+01
 5.70775E-08   9.59199E+01   1.28809E+00   3.79208E+01   2.56383E+01   9.72224E+02   2.01712E+01
 5.72035E-08   9.59030E+01   1.28763E+00   3.79899E+01   2.56850E+01   9.75770E+02   2.02940E+01
 5.73295E-08   9.58862E+01   1.28718E+00   3.80590E+01   2.57317E+01   9.79321E+02   2.04171E+01
 5.74555E-08   9.58693E+01   1.28673E+00   3.81280E+01   2.57784E+01   9.82878E+02   2.05407E+01
 5.75815E-08   9.58524E+01   1.28628E+00   3.81970E+01   2.58250E+01   9.86438E+02   2.06648E+01
 5.77075E-08   9.58356E+01   1.28582E+00   3.82660E+01   2.58716E+01   9.90004E+02   2.07893E+01
 5.78335E-08   9.58187E+01   1.28537E+00   3.83350E+01   2.59183E+01   9.93575E+02   2.09143E+01
 5.79595E-08   9.58018E+01   1.28492E+00   3.84039E+01   2.59649E+01   9.97151E+02   2.10397E+01
 5.80855E-08   9.57849E+01   1.28446E+00   3.84727E+01   2.60114E+01   1.00073E+03   2.11656E+01
 5.82115E-08   9.57680E+01   1.28401E+00   3.85413E+01   2.60578E+01   1.00430E+03   2.12919E+01
